episode,crop,season_return,avg100_return,actor_loss,critic_loss,entropy,total_water_mm,total_nitrogen_kgha,vs_baseline_pct
298,maize,-49.0147,-98.3519,-0.006405,17.514664,0.020329,1855.0,210.0,35.63
299,maize,-51.9363,-98.0228,-0.016116,3.844799,0.021366,1895.0,210.0,35.84
300,cotton,-138.5831,-98.5303,0.510388,69.668167,0.307542,2825.0,210.0,35.51
301,maize,-51.1212,-97.6879,-0.072384,2.933081,0.024561,1945.0,210.0,36.06
302,cotton,-136.1403,-97.6987,-0.454877,28.634687,0.286144,2780.0,210.0,36.05
303,maize,-45.9677,-96.7701,-0.014861,19.730482,0.02586,1795.0,210.0,36.66
304,cotton,-138.9374,-96.7914,-0.206097,12.855775,0.298108,2835.0,210.0,36.65
305,maize,-49.719,-96.4313,-0.045461,10.10044,0.035214,1865.0,210.0,36.88
306,cotton,-135.6862,-96.4239,1.542892,78.527374,0.280491,2775.0,210.0,36.89
307,maize,-52.4925,-95.6127,0.314067,21.165991,0.042601,1895.0,210.0,37.42
308,cotton,-139.2291,-95.6834,2.138702,106.69593,0.274687,2835.0,210.0,37.37
309,cotton,-136.0378,-96.282,0.503378,48.800125,0.272903,2780.0,210.0,36.98
310,maize,-48.071,-95.4316,0.027644,3.725214,0.037179,1825.0,210.0,37.54
311,maize,-52.4644,-94.602,-0.03016,12.049813,0.036023,1835.0,210.0,38.08
312,cotton,-137.565,-95.1559,-1.873794,94.276817,0.249262,2805.0,210.0,37.72
313,cotton,-135.8026,-95.1388,-2.607588,89.668358,0.275479,2770.0,210.0,37.73
314,cotton,-138.2167,-95.1609,-2.195473,85.474442,0.264821,2820.0,210.0,37.71
315,cotton,-133.128,-95.1856,-1.325597,67.018456,0.265687,2735.0,210.0,37.7
316,maize,-50.4392,-94.8758,-0.00796,3.700107,0.027298,1815.0,210.0,37.9
317,cotton,-134.2616,-95.3651,1.003344,59.087048,0.258173,2740.0,210.0,37.58
318,maize,-48.6228,-94.5032,0.04535,12.648042,0.029194,1855.0,210.0,38.15
319,maize,-51.5818,-93.6729,0.019731,16.882479,0.03334,1895.0,210.0,38.69
320,cotton,-133.455,-94.2435,2.764451,118.910507,0.266542,2735.0,210.0,38.32
321,maize,-50.1417,-93.4001,0.014022,7.811532,0.02712,1895.0,210.0,38.87
322,cotton,-134.8852,-93.9591,0.834469,41.7047,0.274677,2760.0,210.0,38.5
323,cotton,-132.4486,-93.946,-0.376357,23.096231,0.280005,2710.0,210.0,38.51
324,maize,-49.5696,-93.1064,-0.004723,10.497406,0.013505,1905.0,210.0,39.06
325,cotton,-135.3754,-93.0938,-1.497532,56.007557,0.249827,2770.0,210.0,39.07
326,cotton,-135.2406,-93.6993,-2.050107,56.540375,0.257472,2765.0,210.0,38.67
327,maize,-52.4786,-93.5339,-0.003131,7.405628,0.010198,1915.0,210.0,38.78
328,cotton,-136.2257,-94.2187,0.072667,26.625883,0.264941,2785.0,210.0,38.33
329,cotton,-138.9111,-95.1209,1.422883,81.054947,0.242791,2830.0,210.0,37.74
330,cotton,-136.7218,-95.9843,1.92029,75.19326,0.262701,2790.0,210.0,37.18
331,maize,-49.4882,-95.1513,-0.001048,7.556154,0.009238,1865.0,210.0,37.72
332,maize,-46.009,-95.1236,-0.000941,20.285946,0.008269,1835.0,210.0,37.74
333,maize,-47.8845,-94.2495,-0.00257,14.938463,0.008115,1845.0,210.0,38.31
334,cotton,-137.3004,-94.2815,0.477518,21.237871,0.250029,2800.0,210.0,38.29
335,maize,-46.8104,-94.2404,-0.084328,6.4595,0.008242,1855.0,210.0,38.32
336,cotton,-135.9749,-95.1049,-0.30432,19.426069,0.247675,2775.0,210.0,37.75
337,maize,-48.434,-95.1202,-0.001917,8.555842,0.00685,1825.0,210.0,37.74
338,cotton,-136.1853,-95.9995,0.183823,24.64184,0.241575,2775.0,210.0,37.17
339,maize,-46.3517,-95.9402,0.001453,12.209089,0.006685,1805.0,210.0,37.2
340,maize,-43.1479,-95.0217,-3.7e-05,6.577618,0.005795,1765.0,210.0,37.81
341,cotton,-138.409,-95.0746,0.235919,25.37999,0.238276,2820.0,200.0,37.77
342,cotton,-143.1433,-96.0358,-0.880243,36.651848,0.237662,2915.0,210.0,37.14
343,maize,-49.0196,-95.1802,0.00242,56.708961,0.005233,1875.0,210.0,37.7
344,cotton,-138.6927,-96.0919,-0.946373,30.186897,0.245895,2825.0,210.0,37.11
345,cotton,-134.8596,-96.9315,-0.854291,53.131763,0.226862,2760.0,210.0,36.56
346,maize,-46.478,-96.0333,0.000548,7.046937,0.004524,1805.0,210.0,37.14
347,maize,-52.7499,-95.2024,0.001873,55.423962,0.00437,1875.0,210.0,37.69
348,cotton,-135.8978,-96.0462,0.917594,34.072559,0.223402,2775.0,210.0,37.14
349,maize,-49.7478,-96.0753,-0.00047,3.998008,0.003687,1835.0,210.0,37.12
350,maize,-50.8008,-95.2068,0.000446,5.107711,0.003304,1875.0,210.0,37.68
351,cotton,-136.7331,-96.0747,0.06061,17.062124,0.252429,2785.0,210.0,37.12
352,cotton,-137.675,-96.9728,0.021782,15.682229,0.241715,2810.0,210.0,36.53
353,maize,-44.1957,-96.0994,-0.000374,29.804609,0.002718,1765.0,210.0,37.1
354,cotton,-136.9132,-97.0051,0.635472,29.87723,0.251397,2795.0,210.0,36.51
355,maize,-46.1235,-96.9707,-0.000447,19.474712,0.002578,1825.0,210.0,36.53
356,cotton,-133.8832,-97.8389,-0.081249,33.360077,0.248811,2735.0,210.0,35.96
357,cotton,-139.4177,-98.7544,-1.327594,63.432087,0.271467,2840.0,210.0,35.36
358,cotton,-138.3529,-99.6209,-1.476282,45.26413,0.266275,2830.0,210.0,34.8
359,cotton,-135.7296,-99.5837,-0.760306,43.174908,0.261496,2775.0,210.0,34.82
360,cotton,-136.8491,-99.5903,-0.045194,39.175426,0.248931,2795.0,210.0,34.82
361,maize,-46.42,-98.6924,-0.001249,25.835464,0.002664,1845.0,210.0,35.4
362,maize,-47.5691,-97.7722,-0.000944,12.448628,0.002738,1835.0,210.0,36.01
363,cotton,-132.6438,-98.6212,1.379498,50.069775,0.280696,2720.0,210.0,35.45
364,maize,-47.6104,-97.7498,-0.004649,4.547569,0.00256,1855.0,210.0,36.02
365,maize,-47.598,-97.7599,-0.000483,20.080959,0.003041,1785.0,210.0,36.01
366,cotton,-138.3254,-97.8074,0.850274,37.641644,0.264439,2820.0,210.0,35.98
367,maize,-49.5799,-96.9427,-0.000783,5.357008,0.003073,1805.0,210.0,36.55
368,cotton,-135.0884,-96.9019,0.077659,14.463542,0.247844,2760.0,210.0,36.58
369,cotton,-138.3861,-97.8146,-0.648507,16.675386,0.260496,2830.0,210.0,35.98
370,maize,-45.8608,-96.8537,-2.5e-05,3.272757,0.003284,1825.0,210.0,36.61
371,maize,-46.0366,-96.8116,-0.00052,9.570241,0.003438,1785.0,210.0,36.63
372,maize,-48.9473,-96.8065,0.089457,27.639273,0.003492,1885.0,210.0,36.64
373,cotton,-132.7244,-97.6916,1.902688,56.835625,0.226946,2710.0,210.0,36.06
374,cotton,-138.3471,-98.5633,1.290547,35.939213,0.25836,2820.0,210.0,35.49
375,cotton,-138.5571,-98.5906,-0.123239,15.148233,0.263895,2825.0,210.0,35.47
376,maize,-45.9972,-98.5592,0.002302,31.581326,0.008285,1825.0,210.0,35.49
377,maize,-50.3886,-98.5503,0.003286,70.883003,0.009116,1855.0,210.0,35.5
378,cotton,-136.4791,-99.4107,-0.524685,18.751122,0.237955,2785.0,210.0,34.93
379,maize,-53.4232,-98.6092,-0.000262,57.300434,0.009586,1935.0,210.0,35.46
380,maize,-48.5591,-97.7892,-0.003071,18.206486,0.009955,1855.0,210.0,35.99
381,maize,-52.5065,-96.9356,-0.002375,23.882381,0.011426,1895.0,210.0,36.55
382,maize,-50.9815,-96.0609,0.000458,13.65145,0.011972,1885.0,210.0,37.13
383,maize,-47.0658,-95.189,-0.003334,18.591284,0.013401,1825.0,210.0,37.7
384,maize,-48.7845,-94.2737,0.003054,14.634461,0.015077,1855.0,210.0,38.3
385,cotton,-138.4317,-94.3211,2.699975,133.697601,0.305495,2820.0,210.0,38.26
386,maize,-50.7114,-94.3553,0.009923,22.993464,0.014955,1855.0,210.0,38.24
387,maize,-47.5339,-93.5343,0.006384,20.709396,0.018151,1815.0,210.0,38.78
388,cotton,-140.316,-93.5572,-0.04972,33.460693,0.288579,2865.0,210.0,38.76
389,maize,-48.5608,-92.7122,-0.005606,14.704578,0.016128,1835.0,210.0,39.32
390,cotton,-134.7565,-93.582,-2.103997,46.865509,0.29878,2750.0,210.0,38.75
391,maize,-49.6859,-92.7568,-0.010176,17.333775,0.01782,1855.0,210.0,39.29
392,maize,-47.0676,-91.8601,-0.007552,13.311489,0.021679,1805.0,210.0,39.88
393,maize,-46.8306,-90.9799,-0.024922,8.297615,0.025377,1825.0,210.0,40.45
394,maize,-47.0141,-90.1069,0.013376,5.991735,0.033622,1845.0,210.0,41.02
395,maize,-44.5565,-90.0483,0.000588,15.910748,0.030052,1825.0,210.0,41.06
396,maize,-48.4297,-90.0068,-0.00521,6.455709,0.034651,1815.0,210.0,41.09
397,maize,-49.5337,-89.1504,0.062132,25.389383,0.037522,1875.0,210.0,41.65
398,maize,-46.6585,-89.1268,0.175173,14.896805,0.034864,1830.0,210.0,41.66
399,maize,-47.8324,-89.0858,0.002425,6.604485,0.046946,1775.0,210.0,41.69
400,cotton,-135.3787,-89.0537,-3.080515,157.19278,0.285539,2765.0,210.0,41.71
401,maize,-49.6171,-89.0387,-0.014434,7.522456,0.052358,1825.0,210.0,41.72
402,cotton,-136.5188,-89.0425,-1.978258,81.361816,0.264956,2785.0,210.0,41.72
403,cotton,-133.4311,-89.9171,-1.20619,34.848789,0.266328,2735.0,210.0,41.15
404,cotton,-138.5931,-89.9137,0.382776,17.720488,0.268864,2825.0,210.0,41.15
405,cotton,-137.1264,-90.7877,1.177473,40.778233,0.279767,2795.0,210.0,40.58
406,cotton,-132.6738,-90.7576,1.133749,95.098053,0.270814,2720.0,210.0,40.6
407,cotton,-132.0272,-91.553,1.451617,94.116806,0.297103,2710.0,210.0,40.08
408,maize,-49.0934,-90.6516,-0.071298,26.214499,0.13212,1865.0,210.0,40.67
409,cotton,-135.0458,-90.6417,-0.197627,57.832554,0.273795,2770.0,210.0,40.67
410,maize,-58.5899,-90.7469,-0.087509,21.809671,0.226212,2060.0,210.0,40.6
411,maize,-62.1502,-90.8437,-0.45227,21.029005,0.232845,2115.0,210.0,40.54
412,cotton,-135.1142,-90.8192,-1.378937,59.32563,0.24989,2760.0,210.0,40.56
413,cotton,-136.9366,-90.8306,-1.69451,55.160496,0.251018,2790.0,210.0,40.55
414,cotton,-135.3194,-90.8016,-0.448372,18.191965,0.259042,2760.0,210.0,40.57
415,cotton,-133.7969,-90.8083,0.029453,20.108149,0.289414,2735.0,210.0,40.56
416,cotton,-136.2093,-91.666,1.112594,27.633942,0.282186,2780.0,210.0,40.0
417,cotton,-135.9384,-91.6828,0.379004,24.253714,0.294371,2775.0,210.0,39.99
418,cotton,-135.962,-92.5561,0.064581,16.157475,0.302978,2780.0,210.0,39.42
419,cotton,-132.4634,-93.365,-1.392322,34.810184,0.311244,2715.0,210.0,38.89
420,cotton,-132.3577,-93.354,-0.51307,21.423309,0.309585,2705.0,210.0,38.9
421,maize,-77.8459,-93.631,-3.075798,56.810383,0.51788,2400.0,210.0,38.72
422,maize,-87.7352,-93.1595,-1.590554,80.725693,0.197137,2590.0,210.0,39.02
423,cotton,-139.6781,-93.2318,0.252548,33.736481,0.356395,2850.0,210.0,38.98
424,maize,-89.6979,-93.6331,-0.061843,42.494293,0.079844,2650.0,210.0,38.71
425,maize,-87.0392,-93.1497,-0.061511,36.183949,0.082633,2580.0,210.0,39.03
426,cotton,-133.6586,-93.1339,1.710398,34.956532,0.361166,2740.0,190.0,39.04
427,maize,-86.4223,-93.4734,-0.113731,75.35717,0.074606,2570.0,210.0,38.82
428,cotton,-134.7935,-93.459,0.40202,21.399078,0.367868,2760.0,190.0,38.83
429,maize,-91.7537,-92.9875,0.128126,49.702991,0.08477,2680.0,210.0,39.14
430,cotton,-132.0072,-92.9403,-2.205832,32.343899,0.482781,2715.0,210.0,39.17
431,cotton,-132.9565,-93.775,-0.624229,14.403839,0.48686,2725.0,200.0,38.62
432,maize,-92.2966,-94.2379,-0.262358,44.153194,0.155164,2675.0,210.0,38.32
433,cotton,-132.6664,-95.0857,0.769237,19.527245,0.516686,2725.0,190.0,37.76
434,maize,-88.212,-94.5948,-0.030522,32.665588,0.24683,2580.0,210.0,38.09
435,cotton,-136.0208,-95.4869,1.441695,16.077896,0.530503,2775.0,160.0,37.5
436,cotton,-136.0621,-95.4878,0.443005,22.20717,0.542228,2775.0,190.0,37.5
437,cotton,-135.5493,-96.3589,-1.494644,18.616533,0.54302,2770.0,180.0,36.93
438,cotton,-134.186,-96.339,-0.617872,13.677212,0.58535,2745.0,170.0,36.94
439,cotton,-135.2699,-97.2281,1.515199,20.672251,0.60984,2765.0,200.0,36.36
440,maize,-77.6308,-97.573,-0.362654,29.883207,0.216778,2430.0,210.0,36.14
441,maize,-71.7596,-96.9065,-0.370619,44.596333,0.218422,2305.0,210.0,36.57
442,maize,-75.9416,-96.2345,-0.021034,10.852844,0.189472,2345.0,210.0,37.01
443,maize,-68.5113,-96.4294,-0.300364,31.641865,0.187263,2195.0,210.0,36.88
444,cotton,-139.2839,-96.4353,-0.600625,25.463091,0.760115,2840.0,140.0,36.88
445,cotton,-135.7248,-96.4439,-0.069005,15.443645,0.74289,2765.0,180.0,36.88
446,maize,-79.1289,-96.7704,0.383725,40.386631,0.197695,2380.0,210.0,36.66
447,cotton,-136.8532,-97.6115,-3.632849,39.685764,0.758731,2790.0,160.0,36.11
448,maize,-82.0194,-97.0727,0.811331,76.112984,0.232854,2495.0,210.0,36.46
449,maize,-80.7209,-97.3824,0.708459,61.076424,0.244967,2410.0,210.0,36.26
450,maize,-89.1762,-97.7662,0.792124,94.422646,0.210242,2590.0,210.0,36.01
451,maize,-82.2349,-97.2212,-0.391929,31.386452,0.244474,2485.0,210.0,36.37
452,maize,-83.9622,-96.6841,-0.408799,25.493198,0.233117,2535.0,210.0,36.72
453,maize,-85.1029,-97.0931,-0.360507,20.550133,0.206532,2545.0,210.0,36.45
454,cotton,-133.3766,-97.0578,-3.622009,72.688416,0.605604,2740.0,190.0,36.47
455,cotton,-136.7185,-97.9637,-0.47314,25.512051,0.63037,2790.0,180.0,35.88
456,cotton,-140.2214,-98.0271,3.040619,30.550768,0.636633,2855.0,180.0,35.84
457,maize,-88.2918,-97.5158,0.634106,58.875019,0.175006,2575.0,210.0,36.17
458,maize,-90.295,-97.0353,0.946456,58.31953,0.17737,2665.0,210.0,36.49
459,cotton,-134.3267,-97.0212,8.576378,142.51973,0.747638,2745.0,180.0,36.5
460,cotton,-129.6876,-96.9496,4.437202,115.883957,0.749085,2675.0,170.0,36.54
461,cotton,-139.3141,-97.8786,2.245327,23.780449,0.844857,2850.0,170.0,35.94
462,cotton,-138.265,-98.7855,-0.029334,11.705719,0.889735,2820.0,170.0,35.34
463,maize,-81.0034,-98.2691,-0.877626,59.229523,0.220225,2475.0,210.0,35.68
464,cotton,-134.5892,-99.1389,-3.056145,22.956297,0.978043,2750.0,150.0,35.11
465,maize,-86.581,-99.5287,-0.92766,62.858696,0.224709,2570.0,210.0,34.86
466,cotton,-135.5242,-99.5007,-1.810777,12.4896,1.10528,2765.0,140.0,34.87
467,maize,-86.3447,-99.8684,-0.866772,36.176323,0.22502,2580.0,210.0,34.63
468,cotton,-138.1999,-99.8995,2.034331,32.770248,1.1424,2825.0,110.0,34.61
469,maize,-84.3618,-99.3592,0.365,39.059643,0.284118,2515.0,210.0,34.97
470,maize,-85.7189,-99.7578,0.370611,58.188553,0.247674,2510.0,210.0,34.71
471,cotton,-139.2041,-100.6895,5.704415,34.856312,1.179613,2835.0,100.0,34.1
472,maize,-85.5208,-101.0552,-0.087313,31.371363,0.217671,2570.0,210.0,33.86
473,maize,-95.0401,-100.6784,-0.654457,33.572819,0.198164,2680.0,210.0,34.1
474,maize,-98.5619,-100.2805,-0.133306,51.073696,0.162505,2780.0,210.0,34.36
475,maize,-89.7031,-99.792,-0.362681,15.179589,0.161264,2610.0,210.0,34.68
476,cotton,-144.8772,-100.7808,-1.291937,9.68576,0.932485,2945.0,60.0,34.04
477,maize,-88.9861,-101.1668,-0.095442,10.301311,0.140421,2550.0,210.0,33.78
478,maize,-89.6652,-100.6986,0.097424,7.196165,0.152158,2640.0,210.0,34.09
479,cotton,-141.3568,-101.578,4.708514,50.627094,0.774672,2875.0,30.0,33.51
480,maize,-93.6373,-102.0288,0.290598,13.808882,0.128702,2690.0,210.0,33.22
481,maize,-97.7617,-102.4813,0.002163,10.124864,0.124859,2750.0,210.0,32.92
482,cotton,-140.1167,-103.3727,1.187693,9.119136,0.711516,2850.0,40.0,32.34
483,maize,-89.0155,-103.7922,-0.056405,5.633961,0.105125,2560.0,210.0,32.07
484,maize,-88.6656,-104.191,-0.116127,11.392835,0.110219,2580.0,210.0,31.8
485,maize,-92.216,-103.7288,-0.06355,10.944768,0.125353,2680.0,210.0,32.11
486,cotton,-142.5523,-104.6472,-3.423241,44.277332,0.617086,2900.0,20.0,31.51
487,cotton,-140.7918,-105.5798,-1.56739,22.244581,0.585284,2865.0,20.0,30.9
488,maize,-86.5865,-105.0425,2.356402,72.016418,0.324188,2580.0,130.0,31.25
489,cotton,-137.7091,-105.934,0.512789,21.79965,0.579615,2810.0,0.0,30.66
490,cotton,-137.5212,-105.9616,0.385757,21.063745,0.569985,2810.0,10.0,30.65
491,cotton,-135.5873,-106.8206,0.17263,18.295822,0.538607,2765.0,20.0,30.08
492,maize,-83.0289,-107.1803,5.497464,153.460373,0.45145,2530.0,150.0,29.85
493,maize,-84.3317,-107.5553,3.622408,79.922462,0.415853,2550.0,130.0,29.6
494,maize,-89.7044,-107.9822,2.115857,71.273849,0.47863,2570.0,170.0,29.32
495,maize,-82.4331,-108.3609,0.047941,6.117936,0.400235,2495.0,130.0,29.08
496,cotton,-131.363,-109.1903,-7.791395,285.052856,0.501192,2700.0,0.0,28.53
497,cotton,-139.8268,-110.0932,-7.653398,433.834015,0.522609,2845.0,0.0,27.94
498,cotton,-132.3704,-110.9503,-7.637567,352.177765,0.505094,2705.0,0.0,27.38
499,cotton,-137.5276,-111.8473,-7.225726,347.447601,0.53122,2805.0,10.0,26.79
500,cotton,-133.2195,-111.8257,-9.198565,260.606262,0.567417,2725.0,20.0,26.81
501,cotton,-136.6156,-112.6957,-6.212365,159.04689,0.596874,2790.0,60.0,26.24
502,cotton,-130.9186,-112.6397,-3.715374,43.095848,0.619606,2685.0,30.0,26.27
503,maize,-79.4585,-112.0999,-0.330629,53.189762,0.266215,2455.0,140.0,26.63
504,maize,-85.9711,-111.5737,-0.402857,29.582693,0.34781,2565.0,190.0,26.97
505,cotton,-133.2107,-111.5346,12.575447,399.718018,0.681555,2730.0,0.0,27.0
506,maize,-85.1814,-111.0596,0.581996,33.551853,0.328205,2450.0,240.0,27.31
507,maize,-74.9675,-110.489,0.760503,53.753357,0.316105,2390.0,140.0,27.68
508,maize,-80.7978,-110.8061,0.270166,42.211128,0.290031,2495.0,140.0,27.47
509,cotton,-137.4699,-110.8303,22.246389,1104.421387,0.763945,2800.0,10.0,27.46
510,maize,-83.1201,-111.0756,-0.400135,16.637362,0.383001,2515.0,160.0,27.3
511,cotton,-140.4811,-111.8589,18.709036,658.882935,0.776704,2850.0,20.0,26.79
512,cotton,-141.8722,-111.9265,15.663719,435.860718,0.813607,2885.0,20.0,26.74
513,maize,-87.7149,-111.4343,-1.560005,46.397438,0.412836,2555.0,140.0,27.06
514,cotton,-139.727,-111.4784,7.91226,135.960693,0.854284,2845.0,0.0,27.03
515,cotton,-139.2282,-111.5327,1.662309,40.684937,0.884958,2860.0,10.0,27.0
516,maize,-87.2004,-111.0426,-2.436368,95.796356,0.471928,2530.0,120.0,27.32
517,maize,-90.2766,-110.586,-2.74951,123.460068,0.411542,2590.0,50.0,27.62
518,maize,-84.996,-110.0763,-1.643946,90.624443,0.400573,2530.0,0.0,27.95
519,maize,-98.2214,-109.7339,-1.169244,170.105347,0.436819,2680.0,0.0,28.18
520,cotton,-145.9128,-109.8695,-14.541469,310.190704,1.14282,2965.0,0.0,28.09
521,maize,-94.4357,-110.0353,0.165982,97.963402,0.332604,2680.0,0.0,27.98
522,maize,-95.0094,-110.1081,0.201925,75.836731,0.345412,2760.0,0.0,27.93
523,maize,-87.6618,-109.5879,0.18923,45.771816,0.370429,2590.0,0.0,28.27
524,maize,-95.3968,-109.6449,-0.614734,45.413433,0.360583,2710.0,0.0,28.23
525,maize,-97.8209,-109.7527,-1.025038,53.075134,0.44359,2750.0,0.0,28.16
526,cotton,-154.89,-109.965,-17.811745,379.266052,1.517414,3140.0,0.0,28.03
527,maize,-199.5963,-111.0968,-16.844334,1612.467285,0.331929,4775.0,0.0,27.28
528,maize,-218.0106,-111.929,-8.572023,1458.6875,0.29008,5200.0,0.0,26.74
529,maize,-224.2444,-113.2539,-4.436762,925.759094,0.21203,5200.0,0.0,25.87
530,cotton,-183.7685,-113.7715,-17.975023,266.348938,1.479053,3750.0,0.0,25.53
531,maize,-224.2052,-114.684,-2.195629,265.241882,0.270103,5240.0,0.0,24.94
532,maize,-220.7689,-115.9687,0.034893,215.11795,0.257729,5200.0,0.0,24.1
533,cotton,-187.9843,-116.5219,19.703604,330.797058,1.449928,3785.0,0.0,23.73
534,maize,-214.0286,-117.78,3.576178,547.739014,0.264689,5060.0,0.0,22.91
535,maize,-224.237,-118.6622,3.486245,377.898987,0.25878,5260.0,0.0,22.33
536,cotton,-202.1041,-119.3226,21.664087,489.877045,1.278801,4075.0,0.0,21.9
537,maize,-225.8495,-120.2256,1.006058,126.496239,0.178753,5260.0,0.0,21.31
538,maize,-231.592,-121.1997,0.548041,101.597572,0.173001,5300.0,0.0,20.67
539,maize,-220.9271,-122.0563,-1.72215,213.259293,0.143935,5200.0,0.0,20.11
540,cotton,-232.1313,-123.6013,-1.077016,317.01297,0.889895,4700.0,0.0,19.1
541,maize,-216.4351,-125.048,-2.8326,588.64093,0.115664,5170.0,0.0,18.15
542,maize,-238.3647,-126.6722,-1.038338,408.101837,0.076908,5550.0,0.0,17.09
543,cotton,-249.5741,-128.4829,-1.990583,186.649429,0.567158,5050.0,0.0,15.9
544,cotton,-258.0205,-129.6702,0.921345,167.191742,0.490491,5220.0,0.0,15.13
545,cotton,-258.811,-130.9011,4.015547,181.223114,0.462254,5230.0,0.0,14.32
546,maize,-233.1612,-132.4414,0.028802,179.744965,0.022158,5480.0,0.0,13.31
547,maize,-223.2816,-133.3057,0.012616,198.93988,0.015792,5200.0,0.0,12.75
548,cotton,-261.9499,-135.105,4.457089,268.953796,0.330554,5295.0,0.0,11.57
549,cotton,-267.692,-136.9747,1.277883,196.027161,0.301933,5410.0,0.0,10.35
550,cotton,-266.8561,-138.7515,1.290964,204.189041,0.247224,5390.0,0.0,9.18
551,maize,-228.6522,-140.2157,-0.002457,259.485809,0.001713,5200.0,0.0,8.23
552,cotton,-265.2644,-142.0287,-2.465179,175.944824,0.224068,5360.0,0.0,7.04
553,maize,-213.7819,-143.3155,-0.000544,132.634491,0.000567,5040.0,0.0,6.2
554,cotton,-270.3173,-144.6849,-2.14422,246.490601,0.186858,5460.0,0.0,5.3
555,cotton,-276.1347,-146.0791,-2.154397,313.471924,0.175939,5575.0,0.0,4.39
556,cotton,-273.3369,-147.4102,-0.75865,158.366394,0.153366,5520.0,0.0,3.52
557,cotton,-271.3571,-149.2409,-0.096567,148.649399,0.168433,5480.0,0.0,2.32
558,maize,-227.9671,-150.6176,0.000236,993.409973,9.6e-05,5240.0,0.0,1.42
559,maize,-229.4835,-151.5692,0.000229,904.798035,8.9e-05,5400.0,0.0,0.79
560,maize,-228.5508,-152.5578,0.000167,713.047363,8.5e-05,5320.0,0.0,0.15
561,maize,-222.4242,-153.3889,3e-05,137.484573,6.8e-05,5320.0,0.0,-0.4
562,cotton,-274.075,-154.747,0.832287,117.283508,0.177352,5535.0,0.0,-1.29
563,maize,-223.4364,-156.1713,-3.7e-05,116.141243,6.2e-05,5320.0,0.0,-2.22
564,cotton,-268.7298,-157.5127,-0.321774,80.547447,0.188851,5430.0,0.0,-3.1
565,maize,-217.1578,-158.8185,-4.8e-05,151.627991,5.7e-05,5120.0,0.0,-3.95
566,cotton,-263.5302,-160.0986,-0.091639,50.933495,0.176511,5325.0,0.0,-4.79
567,cotton,-273.0507,-161.9656,0.11938,58.530872,0.17071,5515.0,0.0,-6.01
568,maize,-225.6315,-162.8399,-2.6e-05,123.068718,4.6e-05,5280.0,0.0,-6.58
569,cotton,-264.889,-164.6452,0.593076,73.085983,0.165549,5350.0,0.0,-7.76
570,maize,-236.2397,-166.1504,2.6e-05,194.778946,4.1e-05,5480.0,0.0,-8.75
571,maize,-219.9297,-166.9577,-1e-06,69.2892,3.8e-05,5240.0,0.0,-9.28
572,cotton,-265.0847,-168.7533,-2.077851,188.855957,0.189207,5355.0,0.0,-10.45
573,cotton,-272.5882,-170.5288,-0.696635,162.818497,0.164509,5505.0,0.0,-11.62
574,maize,-231.412,-171.8573,2.5e-05,166.474945,2.9e-05,5440.0,0.0,-12.48
575,maize,-231.2547,-173.2728,2.2e-05,88.192116,3.7e-05,5440.0,0.0,-13.41
576,maize,-225.8957,-174.083,1e-06,44.631195,2.8e-05,5360.0,0.0,-13.94
577,maize,-229.2185,-175.4853,-1.1e-05,86.740135,2.7e-05,5480.0,0.0,-14.86
578,cotton,-273.0416,-177.3191,0.178732,73.987656,0.17401,5515.0,0.0,-16.06
579,cotton,-267.3294,-178.5788,0.252022,55.770187,0.175824,5400.0,0.0,-16.88
580,cotton,-272.7807,-180.3703,-0.241745,52.036057,0.188258,5510.0,0.0,-18.06
581,maize,-227.4079,-181.6667,-2.7e-05,193.711548,2.7e-05,5320.0,0.0,-18.91
582,cotton,-270.077,-182.9663,0.162527,39.05439,0.188303,5455.0,0.0,-19.76
583,maize,-213.0437,-184.2066,-2.8e-05,210.385193,2.7e-05,5000.0,0.0,-20.57
584,cotton,-269.0622,-186.0106,0.49672,83.107292,0.178956,5435.0,0.0,-21.75
585,cotton,-271.2827,-187.8012,0.297989,66.447639,0.184578,5480.0,0.0,-22.92
586,cotton,-270.3246,-189.079,-0.380299,54.423805,0.147242,5460.0,0.0,-23.76
587,cotton,-269.7756,-190.3688,-1.187484,90.165192,0.183127,5450.0,0.0,-24.6
588,maize,-229.2538,-191.7955,7e-06,83.874916,1.5e-05,5360.0,0.0,-25.53
589,maize,-228.5002,-192.7034,7e-06,83.946259,1.4e-05,5360.0,0.0,-26.13
590,cotton,-273.8471,-194.0666,-1.02676,62.946068,0.164379,5530.0,0.0,-27.02
591,cotton,-265.4964,-195.3657,0.043279,24.4554,0.159489,5365.0,0.0,-27.87
592,cotton,-267.5285,-197.2107,-0.020215,21.87582,0.15577,5405.0,0.0,-29.08
593,cotton,-265.1097,-199.0185,0.035942,30.145838,0.146859,5355.0,0.0,-30.26
594,maize,-221.852,-200.34,-1.3e-05,184.184982,1.2e-05,5200.0,0.0,-31.13
595,cotton,-272.5937,-202.2416,-0.58077,62.817902,0.137894,5505.0,0.0,-32.37
596,maize,-223.8568,-203.1665,-9e-06,128.615372,1.2e-05,5320.0,0.0,-32.98
597,cotton,-272.1238,-204.4895,0.493087,95.045677,0.161564,5495.0,0.0,-33.84
598,cotton,-266.0106,-205.8259,1.951205,135.426819,0.171103,5375.0,0.0,-34.72
