episode,crop,season_return,avg100_return,actor_loss,critic_loss,entropy_water,entropy_nitrogen,total_water_mm,total_nitrogen_kgha,vs_baseline_pct,grain_yield_kgha,profit_usd_ha,avg100_profit_usd_ha
1394,maize,15.754,14.6411,0.190023,2.481124,0.0466,1.2063,730.0,225.0,100.05,7353.1,1175.27,1084.95
1395,maize,19.4922,14.6693,0.169539,12.800058,0.0343,0.9228,730.0,195.0,100.05,7905.6,1343.41,1086.68
1396,maize,15.7938,14.6693,0.036649,2.01678,0.0406,0.9277,730.0,210.0,100.05,7415.7,1205.93,1086.89
1397,maize,19.0299,14.692,0.226756,9.573206,0.0284,0.8783,730.0,225.0,100.05,7925.6,1318.41,1087.98
1398,maize,17.0877,14.7744,0.070159,4.504071,0.0329,0.963,730.0,270.0,100.05,7466.0,1158.49,1091.93
1399,maize,16.535,14.7807,0.100871,1.884971,0.0324,0.8477,732.0,190.0,100.05,7662.5,1286.42,1094.08
1400,maize,12.2719,14.771,-0.099193,1.809057,0.0285,1.1262,730.0,260.0,100.05,7034.6,1060.64,1092.9
1401,maize,12.5832,14.7477,-0.128782,2.104338,0.034,1.2169,732.0,160.0,100.05,6978.4,1145.4,1092.67
1402,maize,14.4321,14.7636,-0.051319,1.173855,0.0283,0.8166,740.0,140.0,100.05,6323.7,996.93,1093.64
1403,maize,17.1097,14.7709,0.04332,0.796319,0.0237,0.8967,732.0,340.0,100.05,6619.9,875.77,1092.41
1404,maize,15.666,14.8242,0.001824,0.796155,0.032,0.9814,732.0,185.0,100.05,7423.3,1231.62,1096.9
1405,maize,18.6024,14.8415,0.048532,1.123611,0.0298,0.7236,730.0,100.0,100.05,7741.1,1397.28,1099.0
1406,maize,15.0947,14.8488,-0.013807,0.564093,0.0304,1.0043,730.0,195.0,100.05,7050.2,1129.54,1099.82
1407,maize,11.9893,14.8298,-0.09655,5.209847,0.0302,0.8192,730.0,170.0,100.05,5982.9,887.74,1098.73
1408,maize,14.6303,14.8496,0.003439,0.580778,0.0253,0.9042,730.0,230.0,100.05,6919.6,1061.89,1099.43
1409,maize,17.4715,14.8657,0.061174,1.415279,0.0201,0.7111,730.0,185.0,100.05,7653.1,1290.27,1100.57
1410,maize,19.6086,14.9026,0.037084,1.518152,0.0186,0.7131,730.0,150.0,100.05,7711.5,1339.88,1102.65
1411,maize,14.9011,14.9317,-0.040875,0.555254,0.0306,0.9067,730.0,215.0,100.05,7199.6,1146.9,1104.79
1412,maize,17.3614,14.955,-0.01156,0.825945,0.0275,0.9191,730.0,100.0,100.05,7374.1,1305.52,1107.01
1413,maize,10.7783,14.8896,-0.125467,12.255879,0.0222,0.8103,730.0,155.0,100.05,5513.0,785.24,1101.28
1414,maize,19.217,14.9242,0.103507,3.77635,0.0144,0.6998,730.0,80.0,100.05,7870.1,1449.52,1104.28
1415,maize,16.7243,14.9364,0.025228,1.030958,0.0172,0.7209,730.0,85.0,100.05,7437.9,1336.47,1107.31
1416,maize,16.9361,14.9292,0.019592,0.589065,0.0192,0.7158,730.0,110.0,100.05,7204.3,1253.09,1107.25
1417,maize,17.1032,14.9465,0.034267,0.641737,0.0204,0.8381,730.0,175.0,100.05,7273.4,1205.35,1108.72
1418,maize,15.1529,14.9348,0.000994,0.36121,0.0243,0.9409,730.0,240.0,100.05,7256.0,1135.99,1107.95
1419,maize,17.8609,14.9361,-0.006557,0.236297,0.0235,0.8487,732.0,290.0,100.05,7526.5,1152.42,1107.96
1420,maize,13.4303,14.9111,-0.134936,4.851433,0.0222,0.9579,730.0,315.0,100.05,6913.7,975.42,1106.25
1421,maize,17.0269,14.9191,-0.036786,0.682014,0.023,0.8292,730.0,200.0,100.05,7514.1,1240.54,1107.09
1422,maize,11.3044,14.8812,-0.240709,12.481519,0.0259,0.8804,730.0,225.0,100.05,6381.7,932.44,1105.95
1423,maize,17.6681,14.8778,-0.032149,0.536513,0.0226,0.7986,730.0,140.0,100.05,7510.6,1299.66,1106.0
1424,maize,12.7723,14.8643,-0.175838,10.721514,0.0248,0.8983,730.0,340.0,100.05,5828.6,679.15,1102.04
1425,maize,14.9454,14.8678,-0.099721,2.215283,0.0212,0.736,730.0,70.0,100.05,7102.2,1267.54,1103.0
1426,maize,15.6264,14.8802,-0.007875,0.414466,0.0213,0.7708,730.0,120.0,100.05,7497.5,1316.37,1104.46
1427,maize,13.2247,14.8851,-0.052047,2.474045,0.017,0.7273,730.0,140.0,100.05,6692.4,1095.1,1106.2
1428,maize,16.6818,14.9319,0.034042,0.589327,0.0186,0.7251,730.0,135.0,100.05,7419.6,1281.89,1109.25
1429,maize,14.3742,14.9454,-0.043215,0.620739,0.019,0.746,730.0,100.0,100.05,6946.4,1198.59,1109.95
1430,maize,11.0182,14.8897,-0.088289,3.554667,0.0159,0.7103,730.0,230.0,100.05,5962.3,822.57,1106.7
1431,maize,13.75,14.8694,0.002743,0.710557,0.0135,0.6971,730.0,95.0,100.05,7611.5,1369.87,1108.04
1432,maize,15.4042,14.8962,0.031703,0.845139,0.0198,0.6214,730.0,50.0,100.05,7287.1,1333.76,1111.47
1433,maize,12.0351,14.8437,-0.00094,0.486205,0.0178,0.6991,730.0,100.0,100.05,6484.1,1083.04,1111.52
1434,maize,12.2812,14.8527,0.006666,0.878286,0.0208,0.6723,732.0,140.0,100.05,6612.6,1073.96,1113.11
1435,maize,11.2037,14.8256,-0.042583,1.959341,0.019,0.5891,730.0,65.0,100.05,6319.3,1076.82,1112.86
1436,maize,14.3966,14.8504,0.076238,1.816963,0.021,0.5782,730.0,95.0,100.05,7433.1,1325.27,1117.37
1437,maize,15.557,14.8604,0.070541,4.054827,0.0116,0.5972,730.0,130.0,100.05,7306.3,1258.57,1120.46
1438,maize,13.7693,14.862,0.007628,0.841417,0.0151,0.6187,730.0,45.0,100.05,6447.0,1128.74,1121.06
1439,maize,16.0663,14.9347,0.197042,4.789324,0.0144,0.5807,730.0,135.0,100.05,7818.4,1381.6,1127.56
1440,maize,18.2395,14.9846,0.037932,5.989513,0.0153,0.4449,730.0,40.0,100.05,7218.1,1326.53,1130.58
1441,maize,14.1064,14.9919,0.005587,3.385802,0.0182,0.515,730.0,0.0,100.05,6224.3,1118.07,1129.3
1442,maize,15.662,14.9766,0.055357,1.713895,0.0198,0.5382,730.0,140.0,100.05,7000.3,1172.08,1129.8
1443,maize,15.0875,14.9614,0.019484,0.313683,0.0175,0.5626,732.0,130.0,100.05,7123.8,1211.74,1130.64
1444,maize,9.8558,14.9174,-0.10537,6.308681,0.0213,0.6064,730.0,150.0,100.05,6248.8,974.21,1129.84
1445,maize,13.7051,14.9082,-0.006838,0.420432,0.0158,0.4829,730.0,80.0,100.05,7216.5,1286.13,1129.55
1446,maize,15.4335,14.909,0.001862,1.031024,0.0165,0.3779,730.0,85.0,100.05,6752.0,1164.99,1129.37
1447,maize,13.3979,14.934,-0.017002,2.357975,0.016,0.5254,730.0,0.0,100.05,7393.6,1410.4,1136.28
1448,maize,18.1518,14.9511,0.056535,2.593541,0.0135,0.432,730.0,50.0,100.05,6593.5,1160.37,1136.51
1449,maize,14.7376,14.9707,-0.003899,0.259883,0.0178,0.508,730.0,50.0,100.05,6963.8,1252.96,1138.85
1450,maize,15.1044,14.9268,-0.044185,0.765128,0.0175,0.4466,732.0,170.0,100.05,6982.0,1136.3,1136.54
1451,maize,15.7931,14.9111,-0.02235,0.678269,0.0198,0.3977,730.0,90.0,100.05,7281.8,1292.45,1136.61
1452,maize,13.7759,14.9232,-0.038688,0.748794,0.0166,0.5303,730.0,75.0,100.05,6450.0,1099.5,1136.68
1453,maize,15.6247,14.9887,0.002774,2.212309,0.0221,0.618,730.0,20.0,100.05,6929.3,1274.31,1138.68
1454,maize,19.9025,15.0046,0.058201,7.661192,0.016,0.4697,730.0,15.0,100.05,7685.7,1468.42,1141.19
1455,maize,7.5758,14.9346,-0.163674,12.839625,0.0203,0.5691,732.0,90.0,100.05,4703.8,646.75,1135.85
1456,maize,13.7105,14.9181,0.002865,0.90676,0.0185,0.458,732.0,40.0,100.05,6465.1,1137.07,1135.9
1457,maize,11.9176,14.8503,-0.014516,1.628247,0.0181,0.4587,730.0,40.0,100.05,5517.6,901.41,1132.28
1458,maize,11.1927,14.8381,-0.022807,1.667677,0.0174,0.5304,732.0,60.0,100.05,5762.1,941.32,1130.82
1459,maize,14.123,14.8315,0.003101,1.315089,0.016,0.4073,730.0,20.0,100.05,7197.8,1341.46,1133.5
1460,maize,18.8503,14.8593,0.070752,8.279139,0.0165,0.4822,730.0,70.0,100.05,7521.9,1372.49,1136.44
1461,maize,6.4026,14.7818,-0.07431,9.16759,0.019,0.6154,730.0,50.0,100.05,4827.3,718.83,1133.67
1462,maize,8.7281,14.7041,-0.064162,4.122115,0.0136,0.6126,730.0,160.0,100.05,4974.0,645.5,1128.56
1463,maize,16.2132,14.8479,0.068048,5.444874,0.0126,0.5665,730.0,130.0,100.05,7399.9,1281.97,1137.67
1464,maize,16.397,14.8287,0.077319,13.142646,0.0151,0.5939,730.0,100.0,100.05,7608.2,1364.06,1138.18
1465,maize,18.7242,14.882,0.155648,13.216949,0.0107,0.3874,730.0,105.0,100.05,7719.3,1386.82,1139.57
1466,maize,15.0078,14.8918,0.022256,5.713693,0.0183,0.6172,730.0,50.0,100.05,7327.6,1343.89,1141.79
1467,maize,10.9294,14.8553,-0.031604,4.798153,0.0165,0.8086,730.0,135.0,100.05,6524.9,1058.24,1141.16
1468,maize,15.5417,14.8525,0.084991,6.812535,0.0124,0.6647,730.0,145.0,100.05,7206.8,1218.71,1141.26
1469,maize,12.8786,14.8275,0.048759,2.538407,0.0172,0.9334,730.0,30.0,100.05,6820.2,1237.05,1144.35
1470,maize,15.8331,14.861,0.102443,4.873936,0.0104,0.7642,730.0,235.0,100.05,7274.9,1145.73,1146.9
1471,maize,12.002,14.8211,0.042718,0.587496,0.0167,0.8849,730.0,160.0,100.05,6961.0,1142.26,1146.12
1472,maize,7.2644,14.7049,-0.080784,11.422586,0.0139,0.7038,730.0,100.0,100.05,4607.3,613.83,1139.42
1473,maize,14.6967,14.6835,0.031295,0.649917,0.01,0.8206,730.0,125.0,100.05,7072.7,1205.17,1139.26
1474,maize,18.0948,14.7323,0.057215,3.004897,0.0136,0.8128,730.0,55.0,100.05,7001.3,1257.34,1140.23
1475,maize,12.7252,14.7163,-0.080197,1.837271,0.0159,0.9639,730.0,110.0,100.05,6652.7,1115.18,1141.54
1476,maize,13.456,14.6738,-0.029849,2.180142,0.0148,0.876,730.0,110.0,100.05,6852.5,1165.13,1138.79
1477,maize,12.5737,14.6304,-0.087965,2.969964,0.0188,1.0854,730.0,205.0,100.05,6694.7,1030.66,1136.99
1478,maize,13.6589,14.6637,-0.066149,1.722128,0.0169,0.9107,730.0,175.0,100.05,6772.3,1080.07,1140.59
1479,maize,12.4691,14.6039,-0.144639,3.077002,0.0163,1.1219,730.0,155.0,100.05,7042.7,1167.68,1141.46
1480,maize,14.0352,14.5589,0.004752,1.226675,0.0131,0.9104,730.0,100.0,100.05,6866.1,1178.52,1140.87
1481,maize,15.1799,14.6005,0.014252,0.893608,0.0148,0.9394,730.0,115.0,100.05,6611.9,1099.96,1144.82
1482,maize,14.7737,14.5967,-0.049083,0.555694,0.0189,1.0542,730.0,215.0,100.05,7030.7,1104.68,1145.97
1483,maize,4.5906,14.4989,-0.298422,32.765148,0.0167,1.0936,730.0,360.0,100.05,3999.7,201.93,1136.37
1484,maize,13.0668,14.477,-0.097483,1.228834,0.0182,0.898,730.0,305.0,100.05,6442.7,867.69,1134.92
1485,maize,11.381,14.4452,-0.077269,1.113387,0.0183,0.9982,730.0,110.0,100.05,6134.8,985.69,1135.28
1486,maize,6.182,14.4114,-0.178916,11.653649,0.0157,0.9651,732.0,160.0,100.05,4188.7,447.96,1131.4
1487,maize,18.8476,14.4644,0.126109,8.499578,0.0182,0.9092,730.0,215.0,100.05,7565.3,1238.33,1133.06
1488,maize,12.91,14.4211,0.014981,0.344608,0.016,0.9193,730.0,160.0,100.05,6536.9,1036.22,1131.19
1489,maize,13.8068,14.406,0.057157,2.192381,0.0188,0.9409,730.0,150.0,100.05,6956.7,1151.18,1131.57
1490,maize,14.7796,14.3767,0.131264,3.266201,0.0137,0.9294,730.0,135.0,100.05,6199.1,976.78,1129.07
1491,maize,17.5484,14.4439,0.123705,10.010678,0.0149,0.9246,730.0,235.0,100.05,7487.8,1198.95,1131.36
1492,maize,14.7795,14.4606,0.077935,2.446595,0.0132,0.8832,732.0,145.0,100.05,6935.9,1149.79,1133.03
1493,maize,13.6896,14.4684,0.060078,1.004686,0.0116,1.0619,730.0,290.0,100.05,6756.0,961.01,1132.82
1494,maize,13.5297,14.4461,0.036862,1.306084,0.0158,0.9161,730.0,135.0,100.05,6999.8,1176.94,1132.84
1495,maize,11.5245,14.3665,-0.036984,0.619994,0.0185,1.1193,730.0,240.0,100.05,6324.9,903.23,1128.44
1496,maize,15.4632,14.3632,0.056284,1.620111,0.0136,0.9013,730.0,215.0,100.05,7081.0,1117.25,1127.55
1497,maize,11.359,14.2864,-0.189835,3.90406,0.0201,1.1743,730.0,245.0,100.05,6452.0,929.99,1123.66
1498,maize,16.4984,14.2806,0.094862,2.457854,0.0148,0.97,730.0,185.0,100.05,7131.5,1159.88,1123.68
1499,maize,15.5552,14.2708,0.033177,0.579311,0.0149,0.9184,730.0,80.0,100.05,7088.5,1254.12,1123.36
1500,maize,15.0242,14.2983,-0.022568,0.643213,0.0157,0.8909,730.0,205.0,100.05,6944.2,1093.05,1123.68
1501,maize,11.3851,14.2863,-0.064083,11.231545,0.0107,0.8327,730.0,90.0,100.05,5701.6,897.4,1121.2
1502,maize,17.2618,14.3146,0.001738,0.781121,0.013,0.991,730.0,180.0,100.05,7525.4,1263.34,1123.86
1503,maize,15.1891,14.2954,-0.029581,2.608687,0.0113,0.7365,732.0,80.0,100.05,7283.0,1301.54,1128.12
1504,maize,12.1327,14.2601,-0.18565,4.47093,0.0133,1.1187,730.0,160.0,100.05,6706.9,1078.73,1126.59
1505,maize,19.5577,14.2696,0.046049,1.419673,0.0101,0.8742,730.0,270.0,100.05,7728.3,1224.08,1124.86
1506,maize,15.0273,14.2689,-0.086215,2.738163,0.0113,0.8684,732.0,220.0,100.05,6632.9,999.02,1123.56
1507,maize,15.6849,14.3059,-0.037438,1.032118,0.0108,0.9218,730.0,155.0,100.05,7204.7,1208.16,1126.76
1508,maize,16.5058,14.3246,0.044088,0.470717,0.0097,1.0042,730.0,250.0,100.05,7398.1,1161.52,1127.76
1509,maize,16.4759,14.3147,-0.017706,0.258543,0.0083,0.9193,730.0,190.0,100.05,7553.2,1260.3,1127.46
1510,maize,16.6343,14.2849,0.048695,1.060606,0.0082,0.8821,730.0,155.0,100.05,7439.7,1266.93,1126.73
1511,maize,12.2995,14.2589,-0.038222,5.395544,0.0056,0.8823,730.0,175.0,100.05,5922.6,867.66,1123.93
1512,maize,14.8656,14.234,0.020582,0.420916,0.0074,1.0466,730.0,200.0,100.05,7015.6,1115.89,1122.04
1513,maize,12.1336,14.2475,-0.092038,2.54578,0.0093,1.1831,730.0,385.0,100.05,6891.6,899.89,1123.18
1514,maize,16.7315,14.2227,0.074052,0.737917,0.0061,0.8538,730.0,165.0,100.05,7320.1,1227.03,1120.96
1515,maize,10.8409,14.1638,-0.158692,5.056328,0.0085,1.0852,730.0,280.0,100.05,6522.1,912.51,1116.72
1516,maize,18.6491,14.181,0.115198,4.110319,0.0042,0.8808,730.0,65.0,100.05,7479.8,1366.96,1117.86
1517,maize,15.7327,14.1673,0.050243,0.326952,0.0075,0.8591,732.0,285.0,100.05,7504.2,1151.86,1117.32
1518,maize,10.4547,14.1203,-0.084478,6.666341,0.0045,0.8955,730.0,140.0,100.05,6226.8,978.7,1115.75
1519,maize,13.8166,14.0798,0.011173,1.917286,0.0048,0.8451,730.0,160.0,100.05,6307.9,978.98,1114.02
1520,maize,15.5771,14.1013,0.086002,0.89448,0.0041,0.8556,730.0,175.0,100.05,7333.6,1220.4,1116.47
1521,maize,15.0023,14.0811,0.045278,0.897138,0.0035,0.8286,730.0,150.0,100.05,6832.1,1120.02,1115.26
1522,maize,15.989,14.1279,0.014744,1.563367,0.0045,0.8274,730.0,140.0,100.05,7419.4,1276.85,1118.71
1523,maize,9.9077,14.0503,-0.151021,8.945183,0.0077,1.0192,730.0,135.0,100.05,5869.8,894.46,1114.65
1524,maize,14.6053,14.0686,-0.042633,0.685337,0.006,0.8541,730.0,150.0,100.05,6839.4,1121.85,1119.08
1525,maize,15.3426,14.0726,0.000675,0.364387,0.0064,0.8684,730.0,120.0,100.05,7064.0,1208.01,1118.48
1526,maize,18.1532,14.0979,0.108626,5.224484,0.0041,0.8367,730.0,105.0,100.05,8128.8,1489.21,1120.21
1527,maize,15.9318,14.1249,0.01775,0.659691,0.006,0.8508,730.0,305.0,100.05,6557.3,896.33,1118.23
1528,maize,13.2953,14.0911,-0.128618,2.207275,0.0081,1.1488,730.0,225.0,100.05,6785.9,1033.47,1115.74
1529,maize,16.2323,14.1097,0.031141,0.494647,0.0049,0.8561,730.0,140.0,100.05,7398.6,1271.66,1116.47
1530,maize,10.9018,14.1085,-0.163015,5.700037,0.0065,1.236,730.0,165.0,100.05,6267.4,963.86,1117.88
1531,maize,16.897,14.14,0.016496,0.520505,0.0063,0.7863,730.0,140.0,100.05,7869.6,1389.4,1118.08
1532,maize,13.7703,14.1236,-0.026889,1.186195,0.0039,0.855,730.0,255.0,100.05,6381.1,902.28,1113.77
1533,maize,14.7589,14.1509,-0.064509,0.858733,0.0061,0.9193,730.0,310.0,100.05,7466.3,1118.56,1114.12
1534,maize,13.1752,14.1598,-0.101738,1.449427,0.0065,1.0495,730.0,205.0,100.05,7344.3,1193.06,1115.31
1535,maize,16.7186,14.215,0.106396,1.857986,0.0038,0.8582,732.0,230.0,100.05,7495.0,1204.56,1116.59
1536,maize,14.476,14.2157,0.017489,1.404347,0.0057,0.7993,730.0,190.0,100.05,6124.7,903.17,1112.37
1537,maize,14.8751,14.2089,0.016509,0.229717,0.0048,0.8733,730.0,230.0,100.05,7391.1,1179.77,1111.58
1538,maize,14.5479,14.2167,0.043391,0.483911,0.0052,0.9727,730.0,225.0,100.05,7205.6,1138.4,1111.68
1539,maize,9.2141,14.1482,-0.135059,4.840666,0.0063,1.1423,730.0,320.0,100.05,6275.3,810.83,1105.97
1540,maize,12.7818,14.0936,-0.027371,0.471378,0.0072,1.0805,730.0,230.0,100.05,6952.0,1070.01,1103.4
1541,maize,19.6036,14.1486,0.149084,6.777694,0.0037,0.829,730.0,130.0,100.05,7919.6,1411.91,1106.34
1542,maize,17.1356,14.1633,0.032658,1.7896,0.0071,0.9865,730.0,105.0,100.05,7251.3,1269.83,1107.32
1543,maize,16.0923,14.1734,0.050462,1.809088,0.0068,0.8461,730.0,205.0,100.05,7284.2,1178.05,1106.98
1544,maize,13.4558,14.2094,-0.008345,0.348591,0.0054,0.8678,730.0,150.0,100.05,6857.4,1126.35,1108.5
1545,maize,11.4472,14.1868,-0.024776,1.993584,0.0049,0.869,730.0,160.0,100.05,5875.3,870.83,1104.35
1546,maize,13.3223,14.1657,-0.034073,0.649729,0.009,1.1506,730.0,170.0,100.05,7057.0,1156.26,1104.26
1547,maize,17.2753,14.2045,0.07062,2.537149,0.0061,0.8237,730.0,115.0,100.05,7804.1,1398.03,1104.14
1548,maize,18.5118,14.2081,0.197853,7.488397,0.003,0.8544,730.0,175.0,100.05,7822.9,1342.72,1105.96
1549,maize,11.5487,14.1762,-0.059038,0.762879,0.0068,1.1008,732.0,240.0,100.05,6898.8,1045.5,1103.89
1550,maize,17.407,14.1992,0.072446,2.658036,0.0052,0.7734,730.0,120.0,100.05,7946.4,1428.59,1106.81
1551,maize,18.9332,14.2306,0.108911,4.00233,0.007,0.891,730.0,135.0,100.05,7705.2,1353.31,1107.42
1552,maize,15.8016,14.2509,0.043436,1.16826,0.007,0.8282,730.0,125.0,100.05,7309.3,1264.34,1109.07
1553,maize,12.1478,14.2161,-0.136363,2.954597,0.008,1.0273,730.0,235.0,100.05,6777.2,1021.31,1106.54
1554,maize,9.8642,14.1157,-0.185462,9.1407,0.0091,0.9998,730.0,205.0,100.05,5513.6,735.41,1099.21
1555,maize,10.2489,14.1424,-0.01156,8.18029,0.0048,0.7607,730.0,155.0,100.05,5418.5,761.61,1100.36
1556,maize,12.827,14.1336,-0.069596,1.275594,0.0099,1.2004,730.0,195.0,100.05,6857.5,1081.37,1099.8
1557,maize,16.9509,14.1839,0.04119,1.248488,0.0074,0.8795,730.0,165.0,100.05,7558.0,1286.49,1103.65
1558,maize,14.9944,14.2219,0.007404,0.372112,0.0071,0.9268,730.0,110.0,100.05,7122.9,1232.73,1106.57
1559,maize,11.1504,14.1922,-0.066539,3.613938,0.0063,1.0098,730.0,160.0,100.05,6336.0,985.99,1103.01
1560,maize,15.7087,14.1608,0.06229,1.258352,0.005,0.829,730.0,195.0,100.05,7712.0,1294.99,1102.24
1561,maize,18.938,14.2862,0.091293,4.428471,0.0052,0.8127,730.0,95.0,100.05,7883.9,1437.98,1109.43
1562,maize,16.5401,14.3643,0.033716,0.728129,0.0082,0.8232,730.0,120.0,100.05,7589.3,1339.32,1116.37
1563,maize,15.4326,14.3565,0.003369,0.259684,0.0075,0.9403,730.0,130.0,100.05,7281.4,1252.34,1116.07
1564,maize,17.7936,14.3704,0.002444,1.523585,0.0067,0.8334,730.0,130.0,100.05,7648.5,1344.12,1115.87
1565,maize,17.5178,14.3584,-0.004424,0.263237,0.0053,0.8215,730.0,110.0,100.05,7373.3,1295.33,1114.95
1566,maize,16.6544,14.3748,0.013934,0.374139,0.0038,0.7888,730.0,195.0,100.05,7726.6,1298.65,1114.5
1567,maize,14.0761,14.4063,-0.053726,5.324987,0.0033,0.7569,730.0,140.0,100.05,6426.8,1028.7,1114.21
1568,maize,17.0278,14.4212,-0.01429,0.336293,0.0049,0.9232,730.0,75.0,100.05,7298.7,1311.67,1115.14
1569,maize,12.5737,14.4181,-0.11304,8.423687,0.0077,0.7895,730.0,135.0,100.05,6788.8,1124.21,1114.01
1570,maize,12.9252,14.389,-0.207896,9.391688,0.0065,0.8008,732.0,145.0,100.05,6353.9,1004.27,1112.59
1571,maize,15.5984,14.425,-0.094443,3.080796,0.0083,0.8556,730.0,190.0,100.05,7448.7,1234.16,1113.51
1572,maize,16.4342,14.5167,-0.012897,0.439536,0.005,0.7945,732.0,170.0,100.05,7400.6,1240.94,1119.78
1573,maize,16.9834,14.5396,0.014008,0.602849,0.0056,0.7664,730.0,170.0,100.05,7450.0,1254.49,1120.28
1574,maize,14.4684,14.5033,-0.067769,1.480183,0.0064,0.7838,730.0,150.0,100.05,7300.0,1237.0,1120.07
1575,maize,11.0767,14.4868,-0.120187,8.951588,0.0058,0.8088,730.0,105.0,100.05,5805.9,908.48,1118.01
1576,maize,15.525,14.5075,-0.028523,0.434579,0.005,0.947,730.0,220.0,100.05,7453.9,1205.47,1118.41
1577,maize,18.6268,14.568,0.114281,2.775084,0.0032,0.7536,730.0,180.0,100.05,7800.9,1332.23,1121.43
1578,maize,12.7232,14.5587,-0.095169,1.590195,0.0052,1.0642,730.0,300.0,100.05,6707.2,938.8,1120.01
1579,maize,13.086,14.5649,-0.00885,0.595065,0.0049,0.8366,730.0,135.0,100.05,6384.6,1023.15,1118.57
1580,maize,14.184,14.5663,0.070326,1.033046,0.0037,0.8707,730.0,220.0,100.05,7311.7,1169.92,1118.48
1581,maize,12.4089,14.5386,0.004453,1.626017,0.0038,0.778,730.0,140.0,100.05,6047.0,933.75,1116.82
1582,maize,14.7242,14.5381,0.074346,2.128088,0.0057,0.792,730.0,130.0,100.05,7526.1,1313.52,1118.91
1583,maize,13.9883,14.6321,0.049119,0.915878,0.0067,0.8292,730.0,160.0,100.05,6794.3,1100.57,1127.89
1584,maize,16.1141,14.6626,0.074659,3.948591,0.0042,0.8155,730.0,150.0,100.05,7425.9,1268.48,1131.9
1585,maize,8.567,14.6344,-0.041537,2.262022,0.0046,0.8387,730.0,260.0,100.05,5606.1,703.52,1129.08
1586,maize,9.1006,14.6636,-0.090058,2.58866,0.0093,1.1889,730.0,155.0,100.05,6639.1,1066.77,1135.27
1587,maize,14.6396,14.6216,0.047205,2.042832,0.0069,0.82,730.0,180.0,100.05,6962.0,1122.5,1134.11
1588,maize,15.577,14.6482,0.090067,2.968895,0.0062,0.9633,730.0,230.0,100.05,7198.2,1131.54,1135.06
1589,maize,12.51,14.6353,0.020065,1.006525,0.0082,0.907,730.0,140.0,100.05,6668.5,1089.13,1134.44
1590,maize,16.077,14.6482,0.08786,4.193871,0.0046,0.8127,730.0,180.0,100.05,7244.7,1193.19,1136.61
1591,maize,14.7363,14.6201,0.036504,1.9628,0.0069,1.0286,730.0,120.0,100.05,7064.5,1208.12,1136.7
1592,maize,18.832,14.6606,0.157939,8.832844,0.0024,0.8024,730.0,180.0,100.05,7624.8,1288.2,1138.08
1593,maize,10.0562,14.6243,-0.116194,3.286246,0.0065,0.9593,730.0,170.0,100.05,6145.4,928.35,1137.76
1594,maize,19.345,14.6824,0.128154,5.276773,0.0028,0.8199,730.0,105.0,100.05,7590.1,1354.52,1139.53
1595,maize,12.4952,14.6922,0.019269,3.857194,0.0028,0.7859,730.0,90.0,100.05,6718.9,1151.71,1142.02
1596,maize,15.3738,14.6913,0.037715,1.003368,0.0033,0.8024,730.0,170.0,100.05,6954.8,1130.69,1142.15
1597,maize,14.1293,14.719,-0.071355,1.215482,0.0051,0.9531,730.0,135.0,100.05,6875.5,1145.88,1144.31
1598,maize,15.0276,14.7043,-0.011809,0.443491,0.0047,0.9126,730.0,75.0,100.05,7364.8,1328.2,1145.99
1599,maize,15.22,14.7009,0.015106,0.945976,0.004,0.7978,732.0,80.0,100.05,7127.0,1262.55,1146.08
1600,maize,12.414,14.6748,-0.047096,0.808408,0.0056,0.968,730.0,90.0,100.05,7063.1,1237.78,1147.53
1601,maize,13.376,14.6947,-0.069804,1.942572,0.0037,0.9669,730.0,200.0,100.05,6853.5,1075.37,1149.31
1602,maize,14.4542,14.6666,0.002219,0.964562,0.0034,1.016,730.0,310.0,100.05,7122.2,1032.54,1147.0
1603,maize,18.3178,14.6979,0.070124,2.555841,0.0039,0.8186,730.0,150.0,100.05,7592.4,1310.09,1147.08
1604,maize,16.333,14.7399,0.093161,1.77258,0.0031,0.9044,730.0,170.0,100.05,7539.9,1276.97,1149.06
1605,maize,16.0084,14.7044,0.030902,0.573873,0.0042,0.9381,730.0,180.0,100.05,7235.8,1190.94,1148.73
1606,maize,18.9533,14.7437,0.116008,4.45098,0.0029,0.6434,730.0,45.0,100.05,7570.2,1409.56,1152.84
1607,maize,17.9483,14.7663,0.093159,2.310539,0.0029,0.819,730.0,230.0,100.05,7909.8,1309.44,1153.85
1608,maize,14.7021,14.7483,-0.045833,0.545307,0.0047,1.1026,730.0,140.0,100.05,7246.4,1233.6,1154.57
1609,maize,16.7719,14.7513,0.016404,0.631102,0.005,0.7914,732.0,210.0,100.05,7396.7,1199.98,1153.97
1610,maize,10.7908,14.6928,-0.185216,8.603055,0.0048,0.8783,730.0,220.0,100.05,5913.3,820.31,1149.5
1611,maize,13.9521,14.7093,-0.024444,3.47519,0.0032,0.8047,730.0,130.0,100.05,6588.8,1079.2,1151.62
1612,maize,13.2668,14.6934,-0.117797,2.499526,0.0045,0.9678,730.0,135.0,100.05,6947.6,1163.91,1152.1
1613,maize,8.1672,14.6537,-0.232209,10.126542,0.0053,1.2064,730.0,225.0,100.05,6105.4,863.34,1151.73
1614,maize,15.4839,14.6412,-0.043804,1.013306,0.0039,0.8256,730.0,265.0,100.05,6978.3,1041.58,1149.88
