episode,crop,season_return,avg100_return,actor_loss,critic_loss,entropy_water,entropy_nitrogen,total_water_mm,total_nitrogen_kgha,vs_baseline_pct,grain_yield_kgha,profit_usd_ha,avg100_profit_usd_ha
2648,maize,10.071,11.4321,-0.176694,3.254475,0.0758,1.4007,730.0,455.0,100.04,6184.2,653.05,928.36
2649,maize,13.6055,11.4665,0.087433,0.604565,0.1133,1.3332,730.0,320.0,100.04,7423.0,1097.75,929.85
2650,maize,12.8647,11.4774,-0.034427,0.406881,0.1223,1.3391,744.0,430.0,100.04,7685.3,1044.91,930.15
2651,maize,10.1359,11.5169,-0.026101,0.314931,0.0945,1.2645,734.0,285.0,100.04,7017.5,1028.98,935.74
2652,maize,12.1636,11.5294,0.042728,0.463191,0.1209,1.3412,734.0,305.0,100.04,7531.9,1137.58,937.83
2653,maize,12.7356,11.5746,0.145181,1.664008,0.1319,1.2357,732.0,460.0,100.04,7354.6,939.46,938.44
2654,maize,11.0103,11.5545,0.058397,0.522223,0.1073,1.381,732.0,440.0,100.04,7200.2,920.85,936.02
2655,maize,11.6032,11.5256,0.043731,0.386119,0.0995,1.3522,730.0,330.0,100.04,7174.8,1025.7,933.97
2656,maize,10.6153,11.5161,-0.050277,0.744456,0.0812,1.3745,730.0,440.0,100.04,6871.8,839.95,929.98
2657,maize,14.4335,11.5758,0.184907,2.566599,0.1344,1.3567,730.0,265.0,100.04,7772.4,1240.11,934.43
2658,maize,12.5266,11.5726,0.038478,0.256803,0.1072,1.3247,737.0,425.0,100.04,7059.0,897.56,933.09
2659,maize,11.4131,11.5719,-0.00097,1.053482,0.0806,1.3602,730.0,520.0,100.04,6393.0,640.24,931.22
2660,maize,10.6554,11.5405,-0.004606,0.786099,0.0737,1.3232,736.0,405.0,100.04,6940.4,888.51,928.69
2661,maize,12.114,11.5756,-0.002299,0.720414,0.079,1.2932,730.0,340.0,100.04,6586.9,868.72,927.86
2662,maize,12.9368,11.5892,0.187784,0.874343,0.0906,1.3088,737.0,340.0,100.04,7381.7,1063.22,928.28
2663,maize,11.5701,11.6066,0.093414,0.851185,0.0863,1.343,732.0,515.0,100.04,7105.8,822.25,926.17
2664,maize,12.1385,11.6096,-0.007658,0.657208,0.1012,1.2605,730.0,390.0,100.04,7027.8,928.95,924.39
2665,maize,14.4074,11.6288,0.13182,1.479323,0.1015,1.2549,747.0,280.0,100.04,7200.2,1071.85,924.51
2666,maize,12.0267,11.6736,0.008028,0.249978,0.1419,1.3506,735.0,340.0,100.04,7394.0,1067.5,928.52
2667,maize,11.0017,11.6779,-0.051666,0.883145,0.1125,1.2559,765.0,310.0,100.04,7457.6,1095.4,930.85
2668,maize,12.4438,11.6311,-0.010462,0.345849,0.0973,1.2766,734.0,410.0,100.04,7133.3,932.93,927.99
2669,maize,13.9032,11.6463,0.046888,0.470276,0.148,1.3408,739.0,250.0,100.04,7942.7,1292.27,929.92
2670,maize,12.7811,11.6653,-0.042086,0.422913,0.0936,1.3568,732.0,400.0,100.04,7358.4,1000.39,929.81
2671,maize,10.2995,11.6551,-0.088189,1.178161,0.0938,1.3731,740.0,445.0,100.04,7048.3,873.07,926.98
2672,maize,12.7229,11.704,0.040294,0.49675,0.1399,1.3036,750.0,395.0,100.04,7316.8,984.21,929.38
2673,maize,12.9213,11.7473,0.005456,0.351817,0.1206,1.408,747.0,225.0,100.04,7267.3,1143.63,931.79
2674,maize,9.986,11.7078,-0.217324,2.332969,0.0798,1.3346,732.0,465.0,100.04,6991.8,843.75,928.24
2675,maize,13.5693,11.7436,-0.00215,0.496817,0.0914,1.37,730.0,315.0,100.04,6315.3,825.81,929.82
2676,maize,11.9799,11.7947,-0.006179,0.162379,0.1344,1.3515,750.0,275.0,100.04,7806.9,1226.72,934.61
2677,maize,8.5001,11.7399,-0.153507,7.716986,0.1238,1.2669,732.0,190.0,100.04,5892.4,843.9,932.47
2678,maize,13.3911,11.7326,0.046937,0.58758,0.0946,1.2919,737.0,315.0,100.04,7489.3,1115.13,933.22
2679,maize,15.3413,11.761,0.166602,1.94929,0.1314,1.2519,732.0,270.0,100.04,7645.6,1202.21,934.86
2680,maize,12.4384,11.7655,-0.026216,0.813263,0.0929,1.3461,732.0,420.0,100.04,7155.9,929.78,934.3
2681,maize,11.9852,11.7824,-0.056977,0.67631,0.1057,1.3016,736.0,420.0,100.04,7241.3,948.73,935.33
2682,maize,9.9632,11.8005,-0.067939,0.828373,0.1046,1.3325,730.0,365.0,100.04,6861.9,912.49,936.87
2683,maize,11.65,11.7839,-0.062919,0.815555,0.1196,1.3011,732.0,385.0,100.04,6935.8,909.76,936.5
2684,maize,11.9716,11.8285,0.008042,0.870732,0.0888,1.3521,732.0,330.0,100.04,6839.0,940.55,939.54
2685,maize,13.3348,11.7984,0.070379,1.155842,0.0863,1.3654,730.0,340.0,100.04,7451.4,1084.85,939.23
2686,maize,15.5535,11.8201,0.262573,4.804769,0.108,1.1343,742.0,405.0,100.04,7597.7,1049.23,938.05
2687,maize,13.9441,11.8283,0.153919,1.339348,0.1063,1.3069,734.0,310.0,100.04,6947.7,986.51,938.53
2688,maize,13.0763,11.8933,0.042814,0.457377,0.1078,1.3034,730.0,345.0,100.04,7237.7,1026.42,942.0
2689,maize,10.9428,11.8419,0.015397,0.226465,0.1023,1.2404,730.0,315.0,100.04,7011.0,999.76,941.29
2690,maize,9.3997,11.8103,-0.153405,2.568152,0.084,1.2864,730.0,345.0,100.04,6815.6,920.91,940.89
2691,maize,11.298,11.8657,-0.05397,0.594751,0.0884,1.1541,745.0,340.0,100.04,7214.2,1016.56,945.68
2692,maize,15.1669,11.8868,0.186692,2.59781,0.0722,1.2615,730.0,470.0,100.04,7577.8,986.45,944.58
2693,maize,5.8603,11.8436,-0.326364,8.866653,0.0809,1.2221,737.0,400.0,100.04,6235.0,716.55,942.42
2694,maize,14.8497,11.9099,0.136216,1.701228,0.0967,1.2658,740.0,255.0,100.04,7475.8,1169.95,946.07
2695,maize,13.5993,11.9178,0.084618,0.51576,0.0884,1.3391,730.0,315.0,100.04,7412.6,1100.15,946.05
2696,maize,5.99,11.8409,-0.55482,11.867116,0.1005,1.3089,738.0,335.0,100.04,5493.1,595.49,941.34
2697,maize,12.4856,11.8462,-0.051787,0.998011,0.072,1.2497,730.0,350.0,100.04,7401.9,1062.47,940.33
2698,maize,8.2225,11.7965,-0.198103,5.400424,0.0678,1.2979,732.0,290.0,100.04,6195.1,819.58,937.92
2699,maize,10.399,11.7507,-0.10699,1.488379,0.0586,1.2761,747.0,315.0,100.04,6706.9,913.53,935.12
2700,maize,10.5401,11.7084,-0.097918,1.523688,0.0646,1.202,730.0,380.0,100.04,6607.1,833.77,932.17
2701,maize,8.3843,11.6822,-0.213718,3.415824,0.0663,1.3185,730.0,375.0,100.04,6253.3,750.32,932.08
2702,maize,12.4078,11.7151,0.10203,1.027168,0.0679,1.3552,740.0,485.0,100.04,7132.9,854.23,932.94
2703,maize,13.5256,11.7554,0.146759,1.758058,0.0745,1.3467,730.0,390.0,100.04,7333.5,1005.37,935.45
2704,maize,12.0923,11.753,0.071976,1.703261,0.0509,1.3493,732.0,395.0,100.04,7226.5,972.44,935.41
2705,maize,11.8302,11.7743,0.162201,1.008559,0.0615,1.3254,734.0,360.0,100.04,7039.9,959.58,937.68
2706,maize,8.1818,11.7191,-0.04335,1.51749,0.0445,1.2471,730.0,270.0,100.04,6029.4,799.35,935.59
2707,maize,10.1479,11.7649,0.035179,0.481657,0.0558,1.272,730.0,460.0,100.04,7549.8,989.46,940.01
2708,maize,10.9394,11.7471,0.027895,0.761041,0.0501,1.309,730.0,300.0,100.04,6511.9,889.97,938.59
2709,maize,10.7996,11.7181,0.014799,1.134474,0.0842,1.2646,735.0,300.0,100.04,6408.2,861.05,937.44
2710,maize,15.6876,11.7399,0.189141,3.631365,0.0686,1.2589,740.0,315.0,100.04,7895.1,1214.79,940.37
2711,maize,13.1369,11.7565,0.105859,1.314486,0.0618,1.2556,740.0,370.0,100.04,7758.3,1125.58,941.68
2712,maize,9.934,11.7983,-0.041649,0.62056,0.0527,1.3506,730.0,365.0,100.04,6494.9,820.72,944.15
2713,maize,3.6091,11.7407,-0.346452,12.932886,0.0487,1.3186,735.0,370.0,100.04,4821.4,394.34,939.5
2714,maize,12.4852,11.7787,0.061668,0.650288,0.0571,1.345,732.0,385.0,100.04,7140.3,960.88,943.82
2715,maize,10.4999,11.7541,-0.038311,0.629478,0.0481,1.308,730.0,425.0,100.04,6498.5,761.62,939.36
2716,maize,5.2773,11.6816,-0.264319,8.528689,0.0411,1.2602,750.0,450.0,100.04,6273.5,668.38,936.33
2717,maize,12.3944,11.7055,0.075322,1.184556,0.0593,1.3209,730.0,480.0,100.04,7477.6,951.4,937.87
2718,maize,9.3665,11.6654,-0.131743,1.556665,0.0374,1.3408,732.0,460.0,100.04,6993.7,849.22,935.7
2719,maize,15.9025,11.7096,0.349695,10.076998,0.0466,1.3555,730.0,480.0,100.04,7785.9,1028.47,937.11
2720,maize,8.5228,11.6513,-0.10681,1.71409,0.0384,1.33,730.0,505.0,100.04,6489.2,679.29,933.41
2721,maize,15.2794,11.6974,0.182588,5.337058,0.0398,1.3733,730.0,400.0,100.04,7788.5,1109.13,937.65
2722,maize,11.8728,11.686,-0.006528,1.300056,0.044,1.3498,730.0,355.0,100.04,7165.9,998.48,937.16
2723,maize,6.2847,11.6394,-0.160585,5.991014,0.0562,1.3788,730.0,445.0,100.04,5518.4,496.59,934.75
2724,maize,10.2354,11.5892,-0.053996,0.430675,0.0386,1.3333,730.0,480.0,100.04,7113.5,860.37,931.87
2725,maize,12.4037,11.5864,0.077353,1.306883,0.0477,1.4111,730.0,460.0,100.04,7035.3,860.83,933.34
2726,maize,13.5694,11.605,0.152189,2.367592,0.0509,1.3925,732.0,425.0,100.04,7457.0,1000.04,933.53
2727,maize,13.6509,11.6196,0.139421,2.131513,0.0678,1.4176,730.0,460.0,100.04,8081.4,1122.35,935.72
2728,maize,10.6612,11.6171,-0.057507,0.58332,0.048,1.3403,730.0,550.0,100.04,6422.7,617.68,933.04
2729,maize,12.1619,11.6279,0.101571,0.847894,0.0458,1.3312,732.0,580.0,100.04,7044.5,741.92,932.05
2730,maize,11.0461,11.6004,-0.033861,0.408061,0.0588,1.3463,732.0,445.0,100.04,6673.3,784.12,930.08
2731,maize,13.7507,11.6093,0.128345,2.118977,0.0552,1.3621,740.0,540.0,100.04,7343.1,851.78,926.73
2732,maize,10.3098,11.6109,-0.092796,2.064878,0.049,1.3396,730.0,565.0,100.04,6154.4,535.61,925.31
2733,maize,14.6083,11.6633,0.172607,2.995903,0.0747,1.3537,735.0,640.0,100.04,8168.1,961.03,926.84
2734,maize,14.2627,11.6708,0.118683,1.431,0.0802,1.3085,730.0,415.0,100.04,7219.7,951.93,925.92
2735,maize,13.87,11.6905,0.027834,1.26165,0.0725,1.3975,730.0,530.0,100.04,7705.5,958.38,927.01
2736,maize,9.5227,11.6436,-0.04335,7.309103,0.0905,1.2215,730.0,415.0,100.04,5952.2,635.06,922.69
2737,maize,10.6395,11.6574,-0.136404,1.46799,0.0722,1.3343,739.0,630.0,100.04,6999.1,676.38,920.48
2738,maize,12.402,11.6309,0.018432,0.662383,0.0943,1.1995,730.0,470.0,100.04,7417.0,946.25,918.52
2739,maize,12.9995,11.659,0.049423,0.252953,0.0715,1.317,730.0,350.0,100.04,7387.1,1058.77,922.14
2740,maize,11.1765,11.6204,-0.138274,1.129809,0.0943,1.36,742.0,580.0,100.04,7026.6,731.44,918.7
2741,maize,9.9184,11.5869,-0.157379,4.797837,0.1345,1.1018,732.0,410.0,100.04,6059.1,665.58,915.46
2742,maize,14.8378,11.6065,0.149488,1.775134,0.1112,1.3322,730.0,355.0,100.04,7839.5,1166.87,917.2
2743,maize,11.7028,11.6066,-0.029721,0.323695,0.0925,1.3512,736.0,490.0,100.04,7197.1,867.66,916.9
2744,maize,12.3638,11.6434,-0.019027,0.584787,0.09,1.3469,734.0,460.0,100.04,6877.7,819.02,917.33
2745,maize,9.3774,11.6185,-0.168946,2.588874,0.0685,1.2901,730.0,450.0,100.04,6644.1,773.02,916.29
2746,maize,6.5876,11.5933,-0.325296,5.418406,0.0957,1.3285,755.0,465.0,100.04,6651.4,744.86,915.96
2747,maize,11.9313,11.6309,-0.041451,0.501157,0.1085,1.2204,730.0,355.0,100.04,6929.5,939.38,918.91
2748,maize,9.0244,11.6204,-0.186253,3.25807,0.0659,1.2913,730.0,490.0,100.04,6629.7,729.42,919.67
2749,maize,6.1271,11.5457,-0.393735,8.124449,0.1127,1.2556,770.0,520.0,100.04,6846.5,729.62,915.99
2750,maize,8.6687,11.5037,-0.059211,0.936803,0.0885,1.0891,750.0,610.0,100.04,6765.7,631.43,911.86
2751,maize,12.9834,11.5322,0.179634,2.12096,0.1255,1.2856,734.0,445.0,100.04,7192.7,912.78,910.7
2752,maize,12.4976,11.5355,0.151023,3.625604,0.0884,1.1524,730.0,520.0,100.04,7288.2,864.05,907.96
2753,maize,11.3551,11.5217,0.07705,0.918478,0.1016,1.1758,750.0,510.0,100.04,7285.9,861.47,907.18
2754,maize,13.3818,11.5454,0.172057,3.114967,0.0858,1.2354,730.0,380.0,100.04,7476.3,1051.07,908.48
2755,maize,8.591,11.5153,-0.073239,1.126459,0.0798,1.2924,732.0,525.0,100.04,6012.0,538.81,903.61
2756,maize,12.7934,11.5371,0.166088,3.382205,0.078,1.1702,732.0,595.0,100.04,7323.5,796.68,903.18
2757,maize,12.2574,11.5153,0.144946,2.568951,0.0726,1.2203,730.0,560.0,100.04,7299.9,826.97,899.05
2758,maize,12.6959,11.517,0.164554,2.368321,0.0973,1.2423,730.0,460.0,100.04,7516.4,981.11,899.89
2759,maize,10.2925,11.5058,0.015316,0.245574,0.0544,1.1683,730.0,585.0,100.04,6627.4,633.85,899.82
2760,maize,12.5644,11.5249,0.117197,1.523409,0.0507,1.1475,730.0,580.0,100.04,7306.1,808.53,899.02
2761,maize,11.4476,11.5182,0.036483,1.492142,0.0641,1.2063,730.0,470.0,100.04,6938.2,826.54,898.6
2762,maize,8.6455,11.4753,-0.145612,3.623897,0.0483,1.2291,730.0,440.0,100.04,5855.1,585.79,893.83
2763,maize,14.0502,11.5001,0.156336,2.950312,0.0464,1.1829,730.0,560.0,100.04,7278.6,821.65,893.82
2764,maize,13.0983,11.5097,0.097369,0.906802,0.0584,1.1699,730.0,570.0,100.04,7353.9,830.48,892.83
2765,maize,14.4378,11.51,0.040402,0.813578,0.0419,1.2237,730.0,530.0,100.04,7399.9,881.98,890.94
2766,maize,10.3195,11.493,-0.065611,0.913091,0.034,1.1625,750.0,555.0,100.04,7159.6,784.89,888.11
2767,maize,13.4425,11.5174,0.050147,0.401832,0.0398,1.2002,730.0,530.0,100.04,7643.7,942.92,886.58
2768,maize,10.2573,11.4955,-0.098926,2.259379,0.0343,1.1218,740.0,630.0,100.04,7261.1,741.29,884.67
2769,maize,6.332,11.4198,-0.182127,11.451265,0.0193,1.002,730.0,670.0,100.04,5906.4,368.61,875.43
2770,maize,7.8255,11.3702,-0.191562,7.196514,0.0305,0.9761,730.0,660.0,100.04,6301.8,477.44,870.2
2771,maize,12.3774,11.391,0.007097,0.91311,0.0374,1.2137,730.0,490.0,100.04,7564.7,963.17,871.1
2772,maize,14.3272,11.4071,0.046372,0.885927,0.0344,1.181,730.0,370.0,100.04,7885.1,1163.28,872.89
2773,maize,13.3885,11.4117,0.061704,0.965191,0.0427,1.1864,730.0,540.0,100.04,7809.6,974.39,871.2
2774,maize,8.1363,11.3932,-0.131245,4.721781,0.03,1.065,730.0,665.0,100.04,6827.7,603.92,868.8
2775,maize,13.1126,11.3887,0.039476,1.066895,0.0406,1.2358,730.0,580.0,100.04,7538.3,866.56,869.21
2776,maize,13.3827,11.4027,-0.007399,0.393029,0.0229,1.1174,730.0,450.0,100.04,6964.9,853.23,865.48
2777,maize,12.9164,11.4468,0.012408,0.721437,0.0472,1.2671,730.0,400.0,100.04,7378.3,1006.57,867.1
2778,maize,10.5845,11.4188,-0.073089,1.011694,0.029,1.2304,730.0,550.0,100.04,6863.4,727.84,863.23
2779,maize,10.8518,11.3739,-0.032566,0.676248,0.0347,1.2229,730.0,505.0,100.04,7238.3,866.56,859.87
2780,maize,11.6511,11.366,-0.013602,0.330555,0.0351,1.2582,730.0,630.0,100.04,7106.7,708.67,857.66
2781,maize,12.9647,11.3758,0.076218,1.122424,0.0415,1.109,730.0,500.0,100.04,7362.7,902.67,857.2
2782,maize,8.1167,11.3573,-0.098405,3.394471,0.0322,1.2223,730.0,585.0,100.04,5816.8,431.19,852.39
2783,maize,11.8493,11.3593,0.033675,1.403782,0.0256,1.2389,730.0,640.0,100.04,6997.6,671.4,850.01
2784,maize,12.2331,11.362,0.049718,1.404504,0.0353,1.2343,730.0,570.0,100.04,7334.9,825.72,848.86
2785,maize,9.1577,11.3202,-0.082607,2.179024,0.0316,1.1894,730.0,645.0,100.04,6497.7,541.43,843.42
2786,maize,17.1106,11.3358,0.15165,6.677062,0.035,1.2961,730.0,490.0,100.04,7920.6,1052.15,843.45
2787,maize,11.9681,11.316,0.041411,0.705232,0.0306,1.3097,740.0,550.0,100.04,7421.2,861.31,842.2
2788,maize,4.0743,11.226,-0.336745,20.023518,0.0345,1.2272,732.0,540.0,100.04,4394.7,119.47,833.13
2789,maize,11.2179,11.2287,-0.055115,0.961576,0.0264,1.2994,730.0,530.0,100.04,6688.8,704.21,830.17
2790,maize,4.3689,11.1784,-0.284994,16.996492,0.0279,1.3011,730.0,530.0,100.04,4871.0,249.76,823.46
2791,maize,12.492,11.1904,0.025837,0.39529,0.0249,1.3436,730.0,540.0,100.04,7652.8,935.2,822.65
2792,maize,8.5728,11.1244,-0.107843,1.545445,0.0261,1.2757,730.0,585.0,100.04,6830.9,684.72,819.63
2793,maize,12.4599,11.1904,0.05133,0.587657,0.0236,1.2982,730.0,400.0,100.04,7214.4,965.61,822.12
2794,maize,13.3662,11.1756,0.081029,0.823294,0.0347,1.3368,730.0,360.0,100.04,6696.6,876.15,819.19
2795,maize,7.9323,11.1189,-0.106202,3.326826,0.0183,1.3067,730.0,480.0,100.04,6078.8,601.71,814.2
2796,maize,10.1457,11.1605,-0.106866,1.871211,0.026,1.3342,730.0,410.0,100.04,6817.4,856.35,816.81
2797,maize,13.4661,11.1703,0.067293,1.098261,0.0172,1.2874,730.0,450.0,100.04,7439.5,971.87,815.9
2798,maize,11.0936,11.199,-0.021158,0.502111,0.0186,1.2738,730.0,480.0,100.04,7088.7,854.17,816.25
2799,maize,5.7336,11.1523,-0.315633,10.748971,0.0143,1.2665,740.0,500.0,100.04,5833.9,514.47,812.26
2800,maize,8.4323,11.1312,-0.100744,4.636395,0.0147,1.2896,730.0,400.0,100.04,6229.1,719.28,811.11
2801,maize,8.6688,11.1341,-0.09189,2.438392,0.0149,1.2879,730.0,360.0,100.04,6623.1,857.77,812.19
2802,maize,10.2826,11.1128,0.040758,0.501809,0.0171,1.2703,730.0,410.0,100.04,7309.2,979.29,813.44
2803,maize,9.7202,11.0748,0.018848,0.430258,0.0148,1.291,730.0,480.0,100.04,7218.0,886.5,812.25
2804,maize,13.1247,11.0851,0.163144,3.354893,0.0137,1.2463,730.0,430.0,100.04,7344.4,968.09,812.21
2805,maize,10.7297,11.0741,0.039115,0.603221,0.014,1.2621,730.0,435.0,100.04,6677.7,796.42,810.58
2806,maize,12.304,11.1153,0.067018,3.26989,0.0148,1.2912,730.0,390.0,100.04,6537.4,806.35,810.65
2807,maize,13.1552,11.1454,0.191021,5.674051,0.0152,1.2779,730.0,480.0,100.04,7266.3,898.57,809.74
2808,maize,12.9906,11.1659,0.086384,1.20101,0.0132,1.2978,730.0,400.0,100.04,7370.2,1004.56,810.88
2809,maize,14.7971,11.2059,0.201495,5.840118,0.0115,1.2771,730.0,395.0,100.04,7795.1,1115.78,813.43
2810,maize,14.7462,11.1965,0.159107,3.714909,0.0134,1.2676,730.0,400.0,100.04,7663.8,1077.95,812.06
2811,maize,14.953,11.2146,0.213141,4.429423,0.0082,1.1557,730.0,320.0,100.04,7709.3,1169.33,812.5
2812,maize,10.8929,11.2242,0.034577,0.476097,0.01,1.1869,732.0,475.0,100.04,7347.0,922.55,813.52
2813,maize,13.0617,11.3187,0.090591,0.679162,0.0114,1.2223,730.0,410.0,100.04,7739.6,1086.91,820.44
2814,maize,12.3233,11.3171,-0.011985,0.207537,0.011,1.2903,730.0,460.0,100.04,7374.0,945.49,820.29
2815,maize,9.0981,11.3031,-0.086501,3.698386,0.0118,1.2925,730.0,350.0,100.04,6538.9,846.72,821.14
2816,maize,6.7972,11.3183,-0.209754,11.689845,0.0098,1.2889,730.0,430.0,100.04,6080.2,652.05,820.98
2817,maize,12.0144,11.3145,-0.100876,3.089961,0.0095,1.3129,730.0,490.0,100.04,6561.4,712.36,818.59
2818,maize,13.9803,11.3606,-0.007048,0.329922,0.0091,1.2829,730.0,400.0,100.04,7525.6,1043.41,820.53
2819,maize,12.0664,11.3223,-0.015802,0.936835,0.0111,1.3204,730.0,370.0,100.04,7185.9,988.46,820.13
2820,maize,10.7339,11.3444,-0.113343,1.862496,0.0098,1.3189,730.0,355.0,100.04,7231.0,1014.75,823.48
2821,maize,14.3523,11.3351,0.047094,0.592427,0.0101,1.3455,730.0,390.0,100.04,7853.8,1135.46,823.75
2822,maize,9.5244,11.3116,-0.089128,8.783505,0.0116,1.3156,730.0,290.0,100.04,5903.0,747.74,821.24
2823,maize,14.1977,11.3908,0.05169,0.80697,0.0119,1.3153,730.0,320.0,100.04,7367.6,1083.9,827.11
2824,maize,11.7109,11.4055,-0.011793,0.732191,0.0108,1.3114,730.0,445.0,100.04,7312.7,945.18,827.96
2825,maize,12.3051,11.4045,-0.001341,0.197698,0.0112,1.315,730.0,380.0,100.04,7366.7,1023.69,829.59
2826,maize,12.7848,11.3967,0.043593,0.614119,0.0114,1.306,730.0,400.0,100.04,7368.2,1004.05,829.63
2827,maize,9.8518,11.3587,-0.09217,1.460751,0.0099,1.2837,732.0,420.0,100.04,6733.3,824.12,826.65
2828,maize,10.4741,11.3568,-0.028327,0.589581,0.0105,1.2971,730.0,370.0,100.04,7085.7,963.41,830.1
2829,maize,7.3185,11.3084,-0.151169,6.962905,0.0112,1.3053,730.0,410.0,100.04,5484.5,523.12,827.92
2830,maize,10.9302,11.3072,-0.013555,1.472519,0.0119,1.2989,730.0,420.0,100.04,7018.4,896.6,829.04
2831,maize,12.5487,11.2952,0.06631,1.477927,0.0106,1.2855,730.0,290.0,100.04,7306.7,1098.68,831.51
2832,maize,14.3146,11.3353,0.23153,3.790438,0.0111,1.2962,730.0,340.0,100.04,7964.3,1213.08,838.28
2833,maize,11.8186,11.3074,0.026745,1.674386,0.0103,1.2662,730.0,460.0,100.04,7006.9,853.72,837.21
2834,maize,14.9452,11.3142,0.183234,5.111673,0.0141,1.2863,730.0,280.0,100.04,8302.3,1357.57,841.27
2835,maize,13.5721,11.3112,0.084607,2.237332,0.0117,1.2626,730.0,460.0,100.04,7976.6,1096.15,842.64
2836,maize,9.9731,11.3157,-0.052391,1.141061,0.0101,1.2449,730.0,340.0,100.04,6746.8,908.7,845.38
2837,maize,11.6243,11.3256,-0.041058,0.703812,0.0098,1.2286,730.0,410.0,100.04,7040.2,912.05,847.74
2838,maize,14.3304,11.3449,0.139389,2.561214,0.0141,1.2699,730.0,265.0,100.04,8134.7,1330.69,851.58
2839,maize,12.7358,11.3422,-0.020176,0.500933,0.0116,1.2,730.0,300.0,100.04,7204.3,1063.07,851.63
2840,maize,9.359,11.324,-0.147682,2.005267,0.0097,1.2209,730.0,360.0,100.04,6974.4,945.59,853.77
2841,maize,10.9618,11.3345,0.017915,1.093667,0.0131,1.2604,730.0,415.0,100.04,6821.6,852.41,855.64
2842,maize,12.8836,11.3149,0.046869,0.502751,0.0121,1.2332,732.0,400.0,100.04,7470.7,1028.47,854.25
2843,maize,15.3243,11.3511,0.103727,1.91836,0.016,1.2713,730.0,370.0,100.04,7601.6,1092.41,856.5
2844,maize,12.7019,11.3545,0.065437,0.345248,0.018,1.2881,734.0,350.0,100.04,7525.6,1091.01,859.22
2845,maize,11.7193,11.3779,-0.016571,1.643408,0.0132,1.2503,730.0,420.0,100.04,6863.5,857.86,860.07
2846,maize,13.7109,11.4492,0.021556,0.54991,0.0133,1.2363,730.0,440.0,100.04,7468.3,989.06,862.51
2847,maize,8.9698,11.4196,-0.106282,4.922166,0.0155,1.2468,730.0,360.0,100.04,6497.3,826.33,861.38
2848,maize,8.3837,11.4132,-0.098443,3.422022,0.0161,1.2119,730.0,365.0,100.04,7099.4,971.85,863.8
2849,maize,13.8888,11.4908,0.135908,1.06048,0.0197,1.2462,730.0,315.0,100.04,7283.4,1067.84,867.18
2850,maize,13.3273,11.5374,0.00709,0.356578,0.0191,1.3114,730.0,320.0,100.04,6735.2,925.81,870.13
2851,maize,9.9324,11.5069,-0.156078,3.546577,0.0182,1.2868,730.0,225.0,100.04,6884.6,1058.14,871.58
2852,maize,8.6052,11.4679,-0.165962,4.891428,0.0221,1.3155,730.0,320.0,100.04,6495.9,865.98,871.6
2853,maize,12.6352,11.4807,0.032695,0.377644,0.0221,1.326,730.0,370.0,100.04,7321.8,1022.44,873.21
2854,maize,11.3356,11.4603,-0.003018,0.822263,0.0207,1.2991,730.0,350.0,100.04,6635.7,870.93,871.41
2855,maize,10.3847,11.4782,-0.10109,0.881956,0.0264,1.3758,730.0,405.0,100.04,7145.5,943.38,875.46
2856,maize,11.818,11.4684,0.053868,0.378935,0.0303,1.3621,730.0,360.0,100.04,7073.2,970.29,877.19
2857,maize,13.0515,11.4764,0.106853,1.607868,0.0344,1.4033,732.0,295.0,100.04,7496.8,1140.0,880.32
2858,maize,13.4762,11.4842,0.047743,1.985005,0.0292,1.3763,730.0,325.0,100.04,7458.3,1101.57,881.53
2859,maize,10.0803,11.4821,-0.057537,0.465387,0.0283,1.3752,732.0,345.0,100.04,6679.2,885.59,884.04
2860,maize,12.0333,11.4768,0.073894,0.996684,0.0284,1.3554,730.0,340.0,100.04,7396.5,1071.13,886.67
2861,maize,9.535,11.4576,-0.093627,0.851981,0.028,1.3858,734.0,355.0,100.04,6698.3,879.17,887.2
2862,maize,14.6677,11.5179,0.180557,2.185212,0.0375,1.405,734.0,240.0,100.04,7297.3,1143.91,892.78
2863,maize,14.5649,11.523,0.274393,3.563288,0.0357,1.3895,732.0,350.0,100.04,7763.5,1151.66,896.08
2864,maize,7.7551,11.4696,-0.122591,2.699953,0.0417,1.3735,730.0,390.0,100.04,6555.6,810.9,895.88
2865,maize,4.241,11.3676,-0.378097,11.617273,0.0415,1.3864,732.0,315.0,100.04,5383.5,591.68,892.98
2866,maize,12.9991,11.3944,0.061851,1.039906,0.0446,1.4068,730.0,365.0,100.04,7417.1,1051.27,895.64
2867,maize,12.7766,11.3877,0.131986,1.770256,0.0482,1.3994,732.0,335.0,100.04,7980.1,1220.82,898.42
2868,maize,9.8823,11.384,-0.056679,1.145238,0.0469,1.4035,732.0,370.0,100.04,6568.6,832.94,899.34
2869,maize,8.2824,11.4035,-0.13057,2.776819,0.0539,1.3969,730.0,365.0,100.04,6231.1,754.77,903.2
2870,maize,12.6515,11.4518,0.105099,1.41084,0.0527,1.4065,740.0,340.0,100.04,7549.8,1103.46,909.46
2871,maize,11.4027,11.442,0.021268,0.281622,0.0704,1.4426,730.0,275.0,100.04,7194.4,1085.61,910.68
2872,maize,7.8976,11.3777,-0.205044,4.725699,0.0651,1.4156,732.0,400.0,100.04,6121.7,691.23,905.96
2873,maize,8.2275,11.3261,-0.058917,2.65612,0.07,1.4058,730.0,390.0,100.04,6248.2,734.05,903.56
