episode,crop,dap,xlai,topwt,water_mm,nitrogen_kg
1500,maize,51,1.4611,1199.88,40.0,0.0
1500,maize,52,1.6034,1354.53,20.0,0.0
1500,maize,53,1.7343,1504.96,10.0,0.0
1500,maize,54,1.881,1688.89,0.0,0.0
1500,maize,55,1.9979,1857.92,0.0,0.0
1500,maize,56,2.0758,1997.86,10.0,0.0
1500,maize,57,2.1452,2146.68,20.0,0.0
1500,maize,58,2.2099,2307.84,10.0,0.0
1500,maize,59,2.2567,2460.05,30.0,0.0
1500,maize,60,2.2817,2593.82,10.0,0.0
1500,maize,61,2.289,2711.34,40.0,0.0
1500,maize,62,2.2937,2836.79,20.0,0.0
1500,maize,63,2.2942,2965.9,0.0,0.0
1500,maize,64,2.3423,3164.13,30.0,0.0
1500,maize,65,2.3502,3332.1,40.0,0.0
1500,maize,66,2.3326,3470.59,30.0,0.0
1500,maize,67,2.3073,3609.08,40.0,0.0
1500,maize,68,2.2698,3724.49,30.0,0.0
1500,maize,69,2.23,3841.62,40.0,0.0
1500,maize,70,2.1878,3955.93,20.0,0.0
1500,maize,71,2.143,4064.07,0.0,0.0
1500,maize,72,2.1,4179.97,20.0,0.0
1500,maize,73,2.0536,4281.86,10.0,0.0
1500,maize,74,2.0072,4383.0,10.0,0.0
1500,maize,75,1.9634,4489.23,40.0,0.0
1500,maize,76,1.9173,4580.14,10.0,0.0
1500,maize,77,1.8722,4670.41,10.0,0.0
1500,maize,78,1.8292,4761.53,20.0,0.0
1500,maize,79,1.7896,4861.17,40.0,0.0
1500,maize,80,1.7278,4999.88,0.0,0.0
1500,maize,81,1.668,5101.83,0.0,0.0
1500,maize,82,1.6372,5308.54,20.0,0.0
1500,maize,83,1.6185,5525.91,0.0,0.0
1500,maize,84,1.6042,5746.85,20.0,0.0
1500,maize,85,1.5919,5964.13,10.0,0.0
1500,maize,86,1.5811,6168.62,0.0,0.0
1500,maize,87,1.5712,6367.81,10.0,0.0
1500,maize,88,1.5626,6571.62,0.0,0.0
1500,maize,89,1.5554,6797.16,0.0,0.0
1500,maize,90,1.55,7016.85,10.0,0.0
1500,maize,91,1.5464,7224.11,0.0,0.0
1500,maize,92,1.5404,7367.73,10.0,0.0
1500,maize,93,1.534,7519.88,40.0,0.0
1500,maize,94,1.5265,7727.14,20.0,0.0
1500,maize,95,1.5168,7923.3,40.0,0.0
1500,maize,96,1.5051,8130.55,30.0,0.0
1500,maize,97,1.4909,8337.81,20.0,0.0
1500,maize,98,1.4747,8545.06,20.0,0.0
1500,maize,99,1.456,8752.32,0.0,0.0
1500,maize,100,1.4352,8959.58,20.0,0.0
1500,maize,101,1.4126,9166.83,40.0,0.0
1500,maize,102,1.3881,9374.09,20.0,0.0
1500,maize,103,1.3616,9564.08,10.0,0.0
1500,maize,104,1.3334,9730.74,10.0,0.0
1500,maize,105,1.3037,9933.29,10.0,0.0
1500,maize,106,1.2729,10141.16,40.0,0.0
1500,maize,107,1.2408,10322.55,20.0,0.0
1500,maize,108,1.2074,10500.57,30.0,0.0
1500,maize,109,1.1731,10666.82,20.0,0.0
1500,maize,110,1.1381,10819.09,0.0,0.0
1500,maize,111,1.1027,10961.92,0.0,0.0
1500,maize,112,1.0673,11098.09,0.0,0.0
1500,maize,113,1.0323,11239.22,0.0,0.0
1500,maize,114,0.9977,11370.27,10.0,0.0
1500,maize,115,0.9635,11494.39,20.0,0.0
1500,maize,116,0.9297,11602.2,40.0,0.0
1500,maize,117,0.8963,11707.26,0.0,0.0
1500,maize,118,0.8636,11786.79,0.0,0.0
1500,maize,119,0.831,11864.92,30.0,0.0
1500,maize,120,0.7993,11940.35,20.0,0.0
1500,maize,121,0.7678,12023.18,0.0,0.0
1500,maize,122,0.7371,12115.92,0.0,0.0
1500,maize,123,0.7077,12165.89,10.0,0.0
1500,maize,124,0.6799,12227.98,30.0,0.0
1500,maize,125,0.6529,12301.63,40.0,0.0
1500,maize,126,0.6266,12368.12,0.0,0.0
1500,maize,127,0.601,12431.54,10.0,0.0
1500,maize,128,0.5764,12493.16,20.0,0.0
1500,maize,129,0.5528,12539.04,40.0,0.0
1500,maize,130,0.5528,12539.04,10.0,0.0
1500,maize,131,0.5528,12539.04,0.0,0.0
1500,maize,131,0.5528,12539.04,20.0,0.0
2000,maize,0,0.0,0.0,40.0,0.0
2000,maize,0,0.0,0.0,40.0,0.0
2000,maize,0,0.0,0.0,10.0,0.0
2000,maize,0,0.0,0.0,0.0,0.0
2000,maize,0,0.0,0.0,30.0,0.0
2000,maize,0,0.0,0.0,10.0,0.0
2000,maize,0,0.0,0.0,40.0,0.0
2000,maize,0,0.0,0.0,10.0,0.0
2000,maize,0,0.0,0.0,40.0,0.0
2000,maize,0,0.0,0.0,40.0,0.0
2000,maize,0,0.0,0.0,40.0,0.0
2000,maize,0,0.0,0.0,10.0,0.0
2000,maize,0,0.0,0.0,0.0,0.0
2000,maize,0,0.0,0.0,0.0,0.0
2000,maize,0,0.0,0.0,0.0,0.0
2000,maize,0,0.0,0.0,0.0,0.0
2000,maize,0,0.0,0.0,10.0,0.0
2000,maize,0,0.0,0.0,0.0,0.0
2000,maize,0,0.0,0.0,0.0,0.0
2000,maize,0,0.0,0.0,10.0,0.0
2000,maize,0,0.0,0.0,40.0,0.0
2000,maize,0,0.0,0.0,40.0,0.0
2000,maize,0,0.0,0.0,10.0,0.0
2000,maize,0,0.0,0.0,0.0,0.0
2000,maize,0,0.0,0.0,40.0,0.0
2000,maize,0,0.0,0.0,0.0,0.0
2000,maize,0,0.0,0.0,10.0,0.0
2000,maize,1,0.0,0.0,20.0,0.0
2000,maize,2,0.0,0.0,20.0,0.0
2000,maize,3,0.0,0.0,20.0,0.0
2000,maize,4,0.0,0.0,10.0,0.0
2000,maize,5,0.0,0.0,40.0,0.0
2000,maize,6,0.0,0.0,20.0,0.0
2000,maize,7,0.0,0.0,30.0,0.0
2000,maize,8,0.0,0.0,20.0,0.0
2000,maize,9,0.0,0.0,30.0,0.0
2000,maize,10,0.0032,28.8,0.0,0.0
2000,maize,11,0.0053,28.8,40.0,0.0
2000,maize,12,0.0068,28.8,40.0,0.0
2000,maize,13,0.0094,28.8,40.0,0.0
2000,maize,14,0.0102,28.8,40.0,0.0
2000,maize,15,0.0127,28.8,10.0,0.0
2000,maize,16,0.0144,28.8,10.0,0.0
2000,maize,17,0.0107,28.8,40.0,0.0
2000,maize,18,0.0106,28.8,40.0,0.0
2000,maize,19,0.0122,28.8,0.0,0.0
2000,maize,20,0.0209,28.8,20.0,0.0
2000,maize,21,0.0266,28.8,40.0,0.0
2000,maize,22,0.0367,28.8,20.0,0.0
2000,maize,23,0.0505,31.39,10.0,0.0
2000,maize,24,0.0586,34.44,20.0,0.0
2000,maize,25,0.0639,36.58,10.0,0.0
2000,maize,26,0.0339,39.13,0.0,0.0
2000,maize,27,0.0446,43.69,10.0,0.0
2000,maize,28,0.0538,47.98,0.0,0.0
2000,maize,29,0.0639,52.71,0.0,0.0
2000,maize,30,0.0749,58.02,30.0,0.0
2000,maize,31,0.0902,65.76,20.0,0.0
2000,maize,32,0.1067,74.69,30.0,0.0
2000,maize,33,0.1297,87.69,40.0,0.0
2000,maize,34,0.1524,101.76,20.0,0.0
2000,maize,35,0.1755,117.4,10.0,0.0
2000,maize,36,0.1956,132.76,0.0,0.0
2000,maize,37,0.2265,155.52,40.0,0.0
2000,maize,38,0.2608,168.99,40.0,0.0
2000,maize,39,0.269,180.74,20.0,0.0
2000,maize,40,0.2573,181.45,40.0,0.0
2000,maize,41,0.2445,181.39,30.0,0.0
2000,maize,42,0.2944,209.19,0.0,0.0
2000,maize,43,0.339,234.79,40.0,0.0
2000,maize,44,0.2617,247.82,30.0,0.0
2000,maize,45,0.2717,271.94,40.0,0.0
2000,maize,46,0.2791,292.48,10.0,0.0
2000,maize,47,0.3407,330.95,40.0,0.0
2000,maize,48,0.4309,389.53,10.0,0.0
2000,maize,49,0.5144,446.0,40.0,0.0
2000,maize,50,0.6032,508.57,0.0,0.0
2000,maize,51,0.651,543.19,30.0,0.0
2000,maize,52,0.7042,582.65,0.0,0.0
2000,maize,53,0.7904,648.78,10.0,0.0
2000,maize,54,0.8915,729.66,30.0,0.0
2000,maize,55,1.0409,856.05,30.0,0.0
2000,maize,56,1.1844,984.79,0.0,0.0
2000,maize,57,1.305,1102.03,0.0,0.0
2000,maize,58,1.409,1218.47,10.0,0.0
2000,maize,59,1.4936,1328.87,0.0,0.0
2000,maize,60,1.5877,1464.7,0.0,0.0
2000,maize,61,1.6565,1585.41,10.0,0.0
2000,maize,62,1.7143,1707.69,10.0,0.0
2000,maize,63,1.7579,1824.78,0.0,0.0
2000,maize,64,1.7946,1945.08,40.0,0.0
2000,maize,65,1.8206,2062.55,20.0,0.0
2000,maize,66,1.8361,2175.74,30.0,0.0
2000,maize,67,1.8474,2293.71,0.0,0.0
2000,maize,68,1.8881,2470.0,10.0,0.0
2000,maize,69,1.9007,2635.87,10.0,0.0
2000,maize,70,1.8959,2790.88,10.0,0.0
2000,maize,71,1.8739,2916.93,40.0,0.0
2000,maize,72,1.8384,3013.16,10.0,0.0
2000,maize,73,1.7952,3088.05,30.0,0.0
2000,maize,74,1.7514,3160.98,0.0,0.0
2000,maize,75,1.7127,3250.43,10.0,0.0
2000,maize,76,1.6772,3349.82,20.0,0.0
2000,maize,77,1.642,3448.86,10.0,0.0
2000,maize,78,1.6091,3553.31,40.0,0.0
2000,maize,79,1.5726,3640.26,40.0,0.0
2000,maize,80,1.5395,3736.87,20.0,0.0
2000,maize,81,1.509,3839.65,20.0,0.0
2000,maize,82,1.5412,4059.84,10.0,0.0
2000,maize,83,1.5322,4285.66,30.0,0.0
2000,maize,84,1.5277,4463.12,40.0,0.0
2000,maize,85,1.5247,4699.16,0.0,0.0
2000,maize,86,1.5232,4944.61,10.0,0.0
2000,maize,87,1.5232,5179.14,40.0,0.0
2000,maize,88,1.5232,5405.87,40.0,0.0
2000,maize,89,1.5232,5639.73,40.0,0.0
2000,maize,90,1.5232,5826.38,40.0,0.0
2000,maize,91,1.5232,6051.25,30.0,0.0
2000,maize,92,1.5232,6263.6,0.0,0.0
2000,maize,93,1.5232,6487.24,40.0,0.0
2000,maize,94,1.5232,6710.88,40.0,0.0
2000,maize,95,1.5202,6934.52,0.0,0.0
2000,maize,96,1.5132,7158.16,40.0,0.0
2000,maize,97,1.5024,7346.11,40.0,0.0
2000,maize,98,1.4886,7552.13,30.0,0.0
2000,maize,99,1.4712,7752.3,30.0,0.0
2000,maize,100,1.4512,7905.76,0.0,0.0
2000,maize,101,1.429,8115.7,10.0,0.0
2000,maize,102,1.4041,8309.35,40.0,0.0
2000,maize,103,1.3761,8485.98,0.0,0.0
2000,maize,104,1.3454,8659.57,20.0,0.0
2000,maize,105,1.313,8822.32,20.0,0.0
2000,maize,106,1.2787,9004.53,0.0,0.0
2000,maize,107,1.2431,9147.08,20.0,0.0
2000,maize,108,1.206,9279.23,0.0,0.0
2000,maize,109,1.168,9441.29,40.0,0.0
2000,maize,110,1.1298,9587.2,10.0,0.0
2000,maize,111,1.0914,9721.42,40.0,0.0
2000,maize,112,1.052,9823.74,0.0,0.0
2000,maize,113,1.0122,9820.57,20.0,0.0
2000,maize,114,0.9747,9928.37,0.0,0.0
2000,maize,115,0.9391,10018.83,40.0,0.0
2000,maize,116,0.9039,10099.85,20.0,0.0
2000,maize,117,0.8691,10177.29,40.0,0.0
2000,maize,118,0.8349,10265.2,30.0,0.0
2000,maize,119,0.8012,10339.86,40.0,0.0
2000,maize,120,0.768,10398.49,0.0,0.0
2000,maize,121,0.7359,10467.84,20.0,0.0
2000,maize,122,0.705,10533.99,20.0,0.0
2000,maize,123,0.6751,10584.25,0.0,0.0
2000,maize,124,0.6462,10631.1,40.0,0.0
2000,maize,125,0.6182,10675.0,40.0,0.0
2000,maize,126,0.591,10725.01,0.0,0.0
2000,maize,127,0.5647,10763.93,0.0,0.0
2000,maize,128,0.5398,10809.43,30.0,0.0
2000,maize,129,0.5398,10809.43,40.0,0.0
2000,maize,130,0.5398,10809.43,40.0,0.0
2000,maize,131,0.5398,10809.43,0.0,0.0
2000,maize,131,0.5398,10809.43,10.0,0.0
2500,maize,0,0.0,0.0,30.0,0.0
2500,maize,0,0.0,0.0,30.0,0.0
2500,maize,0,0.0,0.0,30.0,0.0
2500,maize,0,0.0,0.0,20.0,0.0
2500,maize,0,0.0,0.0,40.0,0.0
2500,maize,0,0.0,0.0,20.0,0.0
2500,maize,0,0.0,0.0,40.0,0.0
2500,maize,0,0.0,0.0,20.0,0.0
2500,maize,0,0.0,0.0,40.0,0.0
2500,maize,0,0.0,0.0,20.0,0.0
2500,maize,0,0.0,0.0,0.0,0.0
2500,maize,0,0.0,0.0,20.0,0.0
2500,maize,0,0.0,0.0,30.0,0.0
2500,maize,0,0.0,0.0,30.0,0.0
2500,maize,0,0.0,0.0,40.0,0.0
2500,maize,0,0.0,0.0,10.0,0.0
2500,maize,0,0.0,0.0,40.0,0.0
2500,maize,0,0.0,0.0,10.0,0.0
2500,maize,0,0.0,0.0,10.0,0.0
2500,maize,0,0.0,0.0,40.0,0.0
2500,maize,0,0.0,0.0,20.0,0.0
2500,maize,0,0.0,0.0,0.0,0.0
2500,maize,0,0.0,0.0,40.0,0.0
2500,maize,0,0.0,0.0,0.0,0.0
2500,maize,0,0.0,0.0,30.0,0.0
2500,maize,0,0.0,0.0,10.0,0.0
2500,maize,0,0.0,0.0,0.0,0.0
2500,maize,1,0.0,0.0,30.0,0.0
2500,maize,2,0.0,0.0,40.0,0.0
2500,maize,3,0.0,0.0,20.0,0.0
2500,maize,4,0.0,0.0,10.0,0.0
2500,maize,5,0.0,0.0,0.0,0.0
2500,maize,6,0.0,0.0,40.0,0.0
2500,maize,7,0.0,0.0,30.0,0.0
2500,maize,8,0.0,0.0,40.0,0.0
2500,maize,9,0.0,0.0,40.0,0.0
2500,maize,10,0.0,0.0,10.0,0.0
2500,maize,11,0.0,0.0,20.0,0.0
2500,maize,12,0.0,0.0,0.0,0.0
2500,maize,13,0.0017,28.8,20.0,0.0
2500,maize,14,0.0024,28.8,20.0,0.0
2500,maize,15,0.0039,28.8,20.0,0.0
2500,maize,16,0.0072,28.8,10.0,0.0
2500,maize,17,0.0109,28.8,10.0,0.0
2500,maize,18,0.0132,28.8,20.0,0.0
2500,maize,19,0.0165,28.8,10.0,0.0
2500,maize,20,0.0176,28.8,20.0,0.0
2500,maize,21,0.0184,28.8,20.0,0.0
2500,maize,22,0.0091,28.8,0.0,0.0
2500,maize,23,0.0138,28.8,40.0,0.0
2500,maize,24,0.0202,28.8,40.0,0.0
2500,maize,25,0.0284,28.8,10.0,0.0
2500,maize,26,0.027,29.66,20.0,0.0
2500,maize,27,0.038,33.94,20.0,0.0
2500,maize,28,0.047,37.43,0.0,0.0
2500,maize,29,0.053,40.4,40.0,0.0
2500,maize,30,0.0697,47.65,10.0,0.0
2500,maize,31,0.0879,56.09,10.0,0.0
2500,maize,32,0.0996,62.33,40.0,0.0
2500,maize,33,0.1119,69.53,40.0,0.0
2500,maize,34,0.1251,77.75,20.0,0.0
2500,maize,35,0.1508,93.23,10.0,0.0
2500,maize,36,0.1776,110.61,20.0,0.0
2500,maize,37,0.2091,123.07,20.0,0.0
2500,maize,38,0.2116,129.47,0.0,0.0
2500,maize,39,0.2193,139.0,30.0,0.0
2500,maize,40,0.2248,147.78,30.0,0.0
2500,maize,41,0.2151,148.41,10.0,0.0
2500,maize,42,0.2895,188.85,40.0,0.0
2500,maize,43,0.3797,240.24,0.0,0.0
2500,maize,44,0.4695,293.75,30.0,0.0
2500,maize,45,0.5643,352.59,30.0,0.0
2500,maize,46,0.6327,400.62,40.0,0.0
2500,maize,47,0.7234,461.26,0.0,0.0
2500,maize,48,0.8355,539.35,10.0,0.0
2500,maize,49,0.9416,616.33,40.0,0.0
2500,maize,50,1.0229,677.39,10.0,0.0
2500,maize,51,1.145,772.7,30.0,0.0
2500,maize,52,1.2903,891.88,40.0,0.0
2500,maize,53,1.4523,1032.49,40.0,0.0
2500,maize,54,1.5827,1151.55,20.0,0.0
2500,maize,55,1.709,1281.07,40.0,0.0
2500,maize,56,1.8287,1422.32,0.0,0.0
2500,maize,57,1.8996,1529.83,20.0,0.0
2500,maize,58,1.9358,1613.39,20.0,0.0
2500,maize,59,1.9718,1707.91,20.0,0.0
2500,maize,60,1.9999,1802.46,30.0,0.0
2500,maize,61,2.0051,1876.64,0.0,0.0
2500,maize,62,2.0073,1954.9,0.0,0.0
2500,maize,63,2.0022,2028.89,0.0,0.0
2500,maize,64,2.01,2128.67,0.0,0.0
2500,maize,65,2.0045,2215.17,10.0,0.0
2500,maize,66,2.0028,2316.76,20.0,0.0
2500,maize,67,2.0034,2431.28,10.0,0.0
2500,maize,68,2.0011,2551.16,40.0,0.0
2500,maize,69,1.9869,2657.43,20.0,0.0
2500,maize,70,2.0425,2836.95,30.0,0.0
2500,maize,71,2.0408,2980.57,20.0,0.0
2500,maize,72,2.0132,3093.61,40.0,0.0
2500,maize,73,1.9741,3190.21,30.0,0.0
2500,maize,74,1.9321,3285.56,30.0,0.0
2500,maize,75,1.8929,3394.63,20.0,0.0
2500,maize,76,1.848,3486.97,10.0,0.0
2500,maize,77,1.8017,3574.92,40.0,0.0
2500,maize,78,1.7548,3658.21,30.0,0.0
2500,maize,79,1.708,3740.46,40.0,0.0
2500,maize,80,1.6643,3829.73,40.0,0.0
2500,maize,81,1.6237,3925.06,10.0,0.0
2500,maize,82,1.6463,4144.76,10.0,0.0
2500,maize,83,1.6769,4344.41,0.0,0.0
2500,maize,84,1.6615,4526.0,0.0,0.0
2500,maize,85,1.6475,4703.03,40.0,0.0
2500,maize,86,1.6348,4930.69,0.0,0.0
2500,maize,87,1.6228,5103.58,40.0,0.0
2500,maize,88,1.6113,5312.06,20.0,0.0
2500,maize,89,1.6009,5525.03,10.0,0.0
2500,maize,90,1.5915,5735.98,20.0,0.0
2500,maize,91,1.5833,5907.02,20.0,0.0
2500,maize,92,1.5766,6082.78,30.0,0.0
2500,maize,93,1.5714,6287.72,40.0,0.0
2500,maize,94,1.5628,6492.66,20.0,0.0
2500,maize,95,1.5513,6697.59,40.0,0.0
2500,maize,96,1.5372,6902.53,10.0,0.0
2500,maize,97,1.5203,7103.53,0.0,0.0
2500,maize,98,1.5006,7307.39,40.0,0.0
2500,maize,99,1.4784,7517.34,0.0,0.0
2500,maize,100,1.4539,7722.27,0.0,0.0
2500,maize,101,1.4272,7927.21,10.0,0.0
2500,maize,102,1.3988,8132.15,40.0,0.0
2500,maize,103,1.3686,8302.23,30.0,0.0
2500,maize,104,1.3367,8476.07,0.0,0.0
2500,maize,105,1.3038,8637.16,0.0,0.0
2500,maize,106,1.2698,8822.04,30.0,0.0
2500,maize,107,1.2348,8999.05,40.0,0.0
2500,maize,108,1.199,9165.8,10.0,0.0
2500,maize,109,1.1624,9325.36,40.0,0.0
2500,maize,110,1.1253,9462.39,40.0,0.0
2500,maize,111,1.0879,9590.97,10.0,0.0
2500,maize,112,1.051,9721.49,40.0,0.0
2500,maize,113,1.0139,9846.3,0.0,0.0
2500,maize,114,0.977,9962.81,0.0,0.0
2500,maize,115,0.9407,10064.27,0.0,0.0
2500,maize,116,0.9056,10160.28,0.0,0.0
2500,maize,117,0.8717,10257.4,30.0,0.0
2500,maize,118,0.8383,10348.18,20.0,0.0
2500,maize,119,0.8061,10439.47,10.0,0.0
2500,maize,120,0.7744,10517.81,40.0,0.0
2500,maize,121,0.7435,10584.68,20.0,0.0
2500,maize,122,0.7132,10665.25,40.0,0.0
2500,maize,123,0.6838,10663.29,20.0,0.0
2500,maize,124,0.6559,10729.55,20.0,0.0
2500,maize,125,0.6294,10792.9,30.0,0.0
2500,maize,126,0.6035,10851.14,20.0,0.0
2500,maize,127,0.5784,10909.42,20.0,0.0
2500,maize,128,0.5539,10968.14,10.0,0.0
2500,maize,129,0.5303,11018.46,30.0,0.0
2500,maize,130,0.5303,11018.46,30.0,0.0
2500,maize,131,0.5303,11018.46,40.0,0.0
2500,maize,132,0.5303,11018.46,20.0,0.0
2500,maize,132,0.5303,11018.46,40.0,0.0
3000,maize,0,0.0,0.0,40.0,0.0
3000,maize,0,0.0,0.0,40.0,0.0
3000,maize,0,0.0,0.0,0.0,0.0
3000,maize,0,0.0,0.0,10.0,0.0
3000,maize,0,0.0,0.0,10.0,0.0
3000,maize,0,0.0,0.0,20.0,0.0
3000,maize,0,0.0,0.0,40.0,0.0
3000,maize,0,0.0,0.0,20.0,0.0
3000,maize,0,0.0,0.0,10.0,0.0
3000,maize,0,0.0,0.0,10.0,0.0
3000,maize,0,0.0,0.0,40.0,0.0
3000,maize,0,0.0,0.0,20.0,0.0
3000,maize,0,0.0,0.0,20.0,0.0
3000,maize,0,0.0,0.0,20.0,0.0
3000,maize,0,0.0,0.0,20.0,0.0
3000,maize,0,0.0,0.0,30.0,0.0
3000,maize,0,0.0,0.0,30.0,0.0
3000,maize,0,0.0,0.0,40.0,0.0
3000,maize,0,0.0,0.0,40.0,0.0
3000,maize,0,0.0,0.0,20.0,0.0
3000,maize,0,0.0,0.0,10.0,0.0
3000,maize,0,0.0,0.0,40.0,0.0
3000,maize,0,0.0,0.0,0.0,0.0
3000,maize,0,0.0,0.0,10.0,0.0
3000,maize,0,0.0,0.0,40.0,0.0
3000,maize,0,0.0,0.0,30.0,0.0
3000,maize,0,0.0,0.0,20.0,0.0
3000,maize,1,0.0,0.0,0.0,0.0
3000,maize,2,0.0,0.0,40.0,0.0
3000,maize,3,0.0,0.0,30.0,0.0
3000,maize,4,0.0,0.0,10.0,0.0
3000,maize,5,0.0,0.0,10.0,0.0
3000,maize,6,0.0,0.0,20.0,0.0
3000,maize,7,0.0,0.0,40.0,0.0
3000,maize,8,0.0,0.0,40.0,0.0
3000,maize,9,0.0,0.0,40.0,0.0
3000,maize,10,0.0,0.0,10.0,0.0
3000,maize,11,0.0007,28.8,10.0,0.0
3000,maize,12,0.002,28.8,40.0,0.0
3000,maize,13,0.0025,28.8,20.0,0.0
3000,maize,14,0.0032,28.8,40.0,0.0
3000,maize,15,0.0062,28.8,40.0,0.0
3000,maize,16,0.0092,28.8,20.0,0.0
3000,maize,17,0.0125,28.8,40.0,0.0
3000,maize,18,0.0167,28.8,30.0,0.0
3000,maize,19,0.0301,28.8,20.0,0.0
3000,maize,20,0.0423,28.8,30.0,0.0
3000,maize,21,0.0514,29.88,20.0,0.0
3000,maize,22,0.064,34.59,0.0,0.0
3000,maize,23,0.0719,37.79,20.0,0.0
3000,maize,24,0.079,40.8,40.0,0.0
3000,maize,25,0.075,42.84,30.0,0.0
3000,maize,26,0.0846,47.35,20.0,0.0
3000,maize,27,0.098,53.85,40.0,0.0
3000,maize,28,0.1116,61.07,10.0,0.0
3000,maize,29,0.1258,69.31,20.0,0.0
3000,maize,30,0.1314,75.14,40.0,0.0
3000,maize,31,0.1475,85.68,30.0,0.0
3000,maize,32,0.166,98.28,0.0,0.0
3000,maize,33,0.1889,114.39,0.0,0.0
3000,maize,34,0.2052,128.03,30.0,0.0
3000,maize,35,0.2257,134.9,0.0,0.0
3000,maize,36,0.2339,145.01,40.0,0.0
3000,maize,37,0.2429,156.09,30.0,0.0
3000,maize,38,0.2402,161.18,30.0,0.0
3000,maize,39,0.2282,161.14,0.0,0.0
3000,maize,40,0.2169,161.1,20.0,0.0
3000,maize,41,0.2061,161.07,0.0,0.0
3000,maize,42,0.2502,185.54,0.0,0.0
3000,maize,43,0.3278,229.35,30.0,0.0
3000,maize,44,0.4142,283.41,10.0,0.0
3000,maize,45,0.4897,330.58,30.0,0.0
3000,maize,46,0.5652,379.45,40.0,0.0
3000,maize,47,0.6261,420.26,20.0,0.0
3000,maize,48,0.708,477.05,30.0,0.0
3000,maize,49,0.8041,546.56,0.0,0.0
3000,maize,50,0.8974,616.99,20.0,0.0
3000,maize,51,1.0153,710.45,10.0,0.0
3000,maize,52,1.1453,818.93,0.0,0.0
3000,maize,53,1.3079,963.43,40.0,0.0
3000,maize,54,1.4647,1112.0,40.0,0.0
3000,maize,55,1.6189,1267.6,30.0,0.0
3000,maize,56,1.7252,1391.58,40.0,0.0
3000,maize,57,1.8299,1535.74,10.0,0.0
3000,maize,58,1.8983,1655.35,40.0,0.0
3000,maize,59,1.9417,1760.58,40.0,0.0
3000,maize,60,1.983,1877.72,10.0,0.0
3000,maize,61,2.0119,1991.08,20.0,0.0
3000,maize,62,2.023,2090.42,10.0,0.0
3000,maize,63,2.0111,2163.34,10.0,0.0
3000,maize,64,1.9953,2236.37,0.0,0.0
3000,maize,65,1.9867,2326.99,10.0,0.0
3000,maize,66,1.9827,2432.03,30.0,0.0
3000,maize,67,1.975,2538.11,0.0,0.0
3000,maize,68,2.023,2720.05,20.0,0.0
3000,maize,69,2.0198,2853.3,20.0,0.0
3000,maize,70,2.0046,2988.4,20.0,0.0
3000,maize,71,1.9693,3085.34,20.0,0.0
3000,maize,72,1.9208,3150.82,40.0,0.0
3000,maize,73,1.866,3197.49,20.0,0.0
3000,maize,74,1.8167,3258.72,30.0,0.0
3000,maize,75,1.7744,3340.23,10.0,0.0
3000,maize,76,1.7351,3430.81,40.0,0.0
3000,maize,77,1.6945,3516.4,30.0,0.0
3000,maize,78,1.6513,3590.1,10.0,0.0
3000,maize,79,1.6094,3665.9,20.0,0.0
3000,maize,80,1.5705,3748.83,30.0,0.0
3000,maize,81,1.5329,3831.65,40.0,0.0
3000,maize,82,1.5519,4019.72,0.0,0.0
3000,maize,83,1.5837,4210.22,30.0,0.0
3000,maize,84,1.6232,4415.2,40.0,0.0
3000,maize,85,1.6624,4619.51,30.0,0.0
3000,maize,86,1.6482,4806.73,40.0,0.0
3000,maize,87,1.6332,5041.93,30.0,0.0
3000,maize,88,1.6182,5258.67,10.0,0.0
3000,maize,89,1.6028,5474.0,10.0,0.0
3000,maize,90,1.5876,5685.39,0.0,0.0
3000,maize,91,1.5727,5885.88,30.0,0.0
3000,maize,92,1.5582,6097.86,40.0,0.0
3000,maize,93,1.5443,6303.01,40.0,0.0
3000,maize,94,1.5311,6492.77,30.0,0.0
3000,maize,95,1.519,6689.59,30.0,0.0
3000,maize,96,1.5083,6865.13,10.0,0.0
3000,maize,97,1.4945,7080.25,20.0,0.0
3000,maize,98,1.4784,7295.37,20.0,0.0
3000,maize,99,1.4598,7510.49,40.0,0.0
3000,maize,100,1.4391,7690.8,20.0,0.0
3000,maize,101,1.4162,7885.14,20.0,0.0
3000,maize,102,1.3918,8072.78,20.0,0.0
3000,maize,103,1.3656,8294.31,0.0,0.0
3000,maize,104,1.3379,8458.52,10.0,0.0
3000,maize,105,1.3084,8618.66,40.0,0.0
3000,maize,106,1.2782,8805.76,30.0,0.0
3000,maize,107,1.2479,8986.82,20.0,0.0
3000,maize,108,1.2164,9169.33,40.0,0.0
3000,maize,109,1.184,9323.49,30.0,0.0
3000,maize,110,1.1502,9464.21,0.0,0.0
3000,maize,111,1.1159,9586.56,40.0,0.0
3000,maize,112,1.0813,9713.07,0.0,0.0
3000,maize,113,1.0469,9854.71,40.0,0.0
3000,maize,114,1.0126,9985.12,20.0,0.0
3000,maize,115,0.978,10102.55,0.0,0.0
3000,maize,116,0.9436,10208.8,0.0,0.0
3000,maize,117,0.9096,10312.15,0.0,0.0
3000,maize,118,0.8766,10429.16,30.0,0.0
3000,maize,119,0.8439,10425.05,40.0,0.0
3000,maize,120,0.813,10500.71,20.0,0.0
3000,maize,121,0.7835,10591.17,20.0,0.0
3000,maize,122,0.7542,10675.01,40.0,0.0
3000,maize,123,0.7255,10753.15,20.0,0.0
3000,maize,124,0.6972,10829.3,10.0,0.0
