episode,crop,season_return,avg100_return,actor_loss,critic_loss,total_water_mm,total_nitrogen_kgha,vs_baseline_pct,grain_yield_kgha,profit_usd_ha,avg100_profit_usd_ha
862,maize,-470.7583,-452.948,,,3260.0,0.0,-66.53,5941.0,-470.76,-452.95
863,maize,-303.6904,-449.9707,,,3110.0,0.0,-42.92,6249.2,-303.69,-449.97
864,maize,-348.5543,-445.6182,,,2990.0,0.0,-49.26,5781.8,-348.55,-445.62
865,maize,-445.0381,-444.6629,,,3150.0,0.0,-62.89,5779.8,-445.04,-444.66
866,maize,-131.3058,-437.9855,,,3030.0,0.0,-18.56,6746.8,-131.31,-437.99
867,maize,-491.541,-439.5812,,,3300.0,0.0,-69.46,5953.8,-491.54,-439.58
868,maize,-114.2179,-434.9256,,,2820.0,0.0,-16.14,6311.1,-114.22,-434.93
869,maize,-654.289,-438.1461,,,3390.0,0.0,-92.46,5518.8,-654.29,-438.15
870,maize,-420.1211,-439.8155,,,3160.0,0.0,-59.37,5903.5,-420.12,-439.82
871,maize,-473.0801,-439.9951,,,3250.0,0.0,-66.86,5907.7,-473.08,-440.0
872,maize,-374.2895,-442.2532,,,3040.0,0.0,-52.89,5798.8,-374.29,-442.25
873,maize,-535.7597,-444.4721,,,3330.0,0.0,-75.71,5849.0,-535.76,-444.47
874,maize,-679.7022,-448.2754,,,3340.0,0.0,-96.05,5297.2,-679.7,-448.28
875,maize,-554.0403,-450.3972,,,3310.0,0.0,-78.3,5727.8,-554.04,-450.4
876,maize,-286.0444,-449.4916,,,3030.0,0.0,-40.42,6127.8,-286.04,-449.49
877,maize,-453.3621,-450.3654,,,3310.0,0.0,-64.07,6130.6,-453.36,-450.37
878,maize,-479.834,-448.1536,,,3120.0,0.0,-67.81,5568.7,-479.83,-448.15
879,maize,-416.4112,-446.2217,,,3110.0,0.0,-58.85,5798.4,-416.41,-446.22
880,maize,-438.1362,-443.3703,,,3220.0,0.0,-61.92,5975.5,-438.14,-443.37
881,maize,-281.5317,-440.0518,,,3050.0,0.0,-39.79,6193.9,-281.53,-440.05
882,maize,-217.9227,-436.355,,,3020.0,0.0,-30.8,6376.3,-217.92,-436.35
883,maize,-509.076,-441.1936,,,3280.0,0.0,-71.94,5835.7,-509.08,-441.19
884,maize,-246.7106,-436.5534,,,2980.0,0.0,-34.86,6165.2,-246.71,-436.55
885,maize,-814.6859,-438.7979,,,3420.0,0.0,-115.13,4949.3,-814.69,-438.8
886,maize,-498.9869,-438.8891,,,3280.0,0.0,-70.52,5876.1,-498.99,-438.89
887,maize,-315.6045,-438.5489,,,3360.0,0.0,-44.6,6801.6,-315.6,-438.55
888,maize,-506.8139,-439.2547,,,3190.0,0.0,-71.62,5628.7,-506.81,-439.25
889,maize,-466.9027,-437.9103,,,3340.0,0.0,-65.98,6148.4,-466.9,-437.91
890,maize,-515.4184,-439.15,,,3270.0,0.0,-72.84,5786.3,-515.42,-439.15
891,maize,-383.7673,-435.4786,,,3120.0,0.0,-54.23,5952.9,-383.77,-435.48
892,maize,-465.2631,-435.5651,,,3370.0,0.0,-65.75,6226.9,-465.26,-435.57
893,maize,-502.8224,-436.0219,,,3210.0,0.0,-71.06,5692.7,-502.82,-436.02
894,maize,-238.5783,-434.9841,,,3100.0,0.0,-33.72,6485.7,-238.58,-434.98
895,maize,-472.4314,-437.449,,,3240.0,0.0,-66.76,5886.3,-472.43,-437.45
896,maize,-376.4166,-437.3517,,,3230.0,0.0,-53.19,6246.3,-376.42,-437.35
897,maize,-633.5102,-437.9587,,,3460.0,0.0,-89.53,5770.0,-633.51,-437.96
898,maize,-292.9243,-435.5948,,,3050.0,0.0,-41.4,6148.3,-292.92,-435.59
899,maize,-561.2058,-435.5246,,,3240.0,0.0,-79.31,5531.2,-561.21,-435.52
900,maize,-450.0327,-434.9071,,,3210.0,0.0,-63.6,5903.9,-450.03,-434.91
901,maize,-180.3063,-431.9145,,,2990.0,0.0,-25.48,6454.8,-180.31,-431.91
902,maize,-513.4685,-430.3194,,,3370.0,0.0,-72.56,6034.1,-513.47,-430.32
903,maize,-403.7173,-432.9984,,,3180.0,0.0,-57.05,6017.1,-403.72,-433.0
904,maize,-311.1555,-429.8557,,,3150.0,0.0,-43.97,6315.4,-311.16,-429.86
905,maize,-665.5068,-427.1692,,,3470.0,0.0,-94.05,5666.0,-665.51,-427.17
906,maize,-571.7368,-429.5493,,,3340.0,0.0,-80.8,5729.1,-571.74,-429.55
907,maize,-336.9531,-425.9786,,,3050.0,0.0,-47.62,5972.2,-336.95,-425.98
908,maize,-387.3681,-427.3765,,,3230.0,0.0,-54.74,6202.5,-387.37,-427.38
909,maize,-207.6695,-424.5364,,,3200.0,0.0,-29.35,6849.3,-207.67,-424.54
910,maize,-700.3285,-427.0185,,,3580.0,0.0,-98.97,5790.7,-700.33,-427.02
911,maize,-483.1953,-427.0888,,,3390.0,0.0,-68.28,6203.2,-483.2,-427.09
912,maize,-370.6418,-426.6437,,,3230.0,0.0,-52.38,6269.4,-370.64,-426.64
913,maize,-578.6684,-426.6092,,,3450.0,0.0,-81.78,5965.3,-578.67,-426.61
914,maize,-532.0112,-426.6654,,,3240.0,0.0,-75.18,5648.0,-532.01,-426.67
915,maize,-688.6654,-425.9797,,,3460.0,0.0,-97.32,5549.3,-688.67,-425.98
916,maize,-549.9823,-426.6092,,,3320.0,0.0,-77.72,5768.1,-549.98,-426.61
917,maize,-228.0627,-424.5372,,,3010.0,0.0,-32.23,6311.7,-228.06,-424.54
918,maize,-576.7789,-425.0283,,,3150.0,0.0,-81.51,5252.9,-576.78,-425.03
919,maize,-661.2347,-427.5105,,,3550.0,0.0,-93.44,5875.1,-661.23,-427.51
920,maize,-393.6073,-426.7879,,,3200.0,0.0,-55.62,6105.6,-393.61,-426.79
921,maize,-580.1954,-428.5642,,,3240.0,0.0,-81.99,5455.2,-580.2,-428.56
922,maize,-64.2829,-421.8737,,,2960.0,0.0,-9.08,6846.9,-64.28,-421.87
923,maize,-1470.0,-434.7404,,,2450.0,0.0,-207.74,0.0,-1470.0,-434.74
924,maize,-529.0691,-435.6012,,,3350.0,0.0,-74.77,5923.7,-529.07,-435.6
925,maize,-581.5388,-436.0365,,,3490.0,0.0,-82.18,6049.8,-581.54,-436.04
926,maize,-251.4796,-431.1824,,,3060.0,0.0,-35.54,6338.1,-251.48,-431.18
927,maize,-338.3506,-427.7512,,,2880.0,0.0,-47.82,5558.6,-338.35,-427.75
928,maize,-489.9142,-429.7286,,,3280.0,0.0,-69.23,5912.3,-489.91,-429.73
929,maize,-150.721,-427.8956,,,2990.0,0.0,-21.3,6573.1,-150.72,-427.9
930,maize,-669.764,-429.4838,,,3470.0,0.0,-94.65,5648.9,-669.76,-429.48
931,maize,-518.6346,-427.1635,,,3290.0,0.0,-73.29,5821.5,-518.63,-427.16
932,maize,-20.5476,-423.3603,,,2780.0,0.0,-2.9,6589.8,-20.55,-423.36
933,maize,-478.3795,-425.6269,,,3300.0,0.0,-67.6,6006.5,-478.38,-425.63
934,maize,-616.01,-428.4139,,,3470.0,0.0,-87.05,5864.0,-616.01,-428.41
935,maize,-456.3555,-425.8073,,,3320.0,0.0,-64.49,6142.6,-456.36,-425.81
936,maize,-299.2643,-426.6338,,,3230.0,0.0,-42.29,6554.9,-299.26,-426.63
937,maize,-568.4585,-427.5014,,,3440.0,0.0,-80.33,5982.2,-568.46,-427.5
938,maize,-254.3866,-430.1973,,,3130.0,0.0,-35.95,6494.5,-254.39,-430.2
939,maize,-573.0244,-432.0647,,,3510.0,0.0,-80.98,6131.9,-573.02,-432.06
940,maize,-577.5396,-435.7594,,,3490.0,0.0,-81.62,6065.8,-577.54,-435.76
941,maize,-666.2104,-436.9086,,,3480.0,0.0,-94.15,5687.2,-666.21,-436.91
942,maize,-565.2222,-437.5994,,,3140.0,0.0,-79.88,5275.1,-565.22,-437.6
943,maize,-61.692,-433.4138,,,2880.0,0.0,-8.72,6665.2,-61.69,-433.41
944,maize,-470.8008,-432.6837,,,3170.0,0.0,-66.53,5724.8,-470.8,-432.68
945,maize,-627.2697,-433.1768,,,3260.0,0.0,-88.64,5314.9,-627.27,-433.18
946,maize,-838.2568,-435.4404,,,3780.0,0.0,-118.46,5719.0,-838.26,-435.44
947,maize,-555.7413,-435.541,,,3340.0,0.0,-78.54,5793.0,-555.74,-435.54
948,maize,-212.0575,-433.4658,,,2770.0,0.0,-29.97,5799.8,-212.06,-433.47
949,maize,-500.4679,-434.8424,,,3290.0,0.0,-70.73,5894.1,-500.47,-434.84
950,maize,-715.7536,-437.4366,,,3580.0,0.0,-101.15,5729.0,-715.75,-437.44
951,maize,-154.211,-437.483,,,3000.0,0.0,-21.79,6583.2,-154.21,-437.48
952,maize,-620.5543,-440.94,,,3310.0,0.0,-87.7,5461.8,-620.55,-440.94
953,maize,-271.0331,-438.5206,,,3110.0,0.0,-38.3,6379.9,-271.03,-438.52
954,maize,-205.5815,-438.7388,,,3020.0,0.0,-29.05,6425.7,-205.58,-438.74
955,maize,-446.9736,-440.5169,,,3270.0,0.0,-63.17,6060.1,-446.97,-440.52
956,maize,-490.8665,-442.4952,,,3200.0,0.0,-69.37,5716.5,-490.87,-442.5
957,maize,-464.3857,-445.2336,,,3240.0,0.0,-65.63,5918.5,-464.39,-445.23
958,maize,-611.2649,-446.6592,,,3340.0,0.0,-86.38,5570.9,-611.26,-446.66
959,maize,-444.4699,-450.6128,,,3150.0,0.0,-62.81,5782.1,-444.47,-450.61
960,maize,-549.6782,-452.8448,,,3350.0,0.0,-77.68,5841.3,-549.68,-452.84
961,maize,-277.5575,-453.998,,,2930.0,0.0,-39.22,5921.8,-277.56,-454.0
962,maize,-795.8745,-457.2492,,,3380.0,0.0,-112.47,4928.5,-795.87,-457.25
963,maize,-361.787,-457.8302,,,3100.0,0.0,-51.13,5992.9,-361.79,-457.83
964,maize,-603.3387,-460.378,,,3310.0,0.0,-85.26,5530.6,-603.34,-460.38
965,maize,-286.3474,-458.7911,,,3150.0,0.0,-40.47,6414.6,-286.35,-458.79
966,maize,-159.7473,-459.0755,,,2770.0,0.0,-22.58,6009.0,-159.75,-459.08
967,maize,-720.2749,-461.3629,,,3560.0,0.0,-101.79,5662.9,-720.27,-461.36
968,maize,-422.4715,-464.4454,,,3240.0,0.0,-59.7,6086.1,-422.47,-464.45
969,maize,-638.5194,-464.2877,,,3330.0,0.0,-90.23,5437.9,-638.52,-464.29
970,maize,-584.9789,-465.9363,,,3250.0,0.0,-82.67,5460.1,-584.98,-465.94
971,maize,-337.6508,-464.582,,,3070.0,0.0,-47.72,6017.4,-337.65,-464.58
972,maize,-435.5406,-465.1945,,,3380.0,0.0,-61.55,6369.8,-435.54,-465.19
973,maize,-320.0826,-463.0377,,,3000.0,0.0,-45.23,5919.7,-320.08,-463.04
974,maize,-479.8871,-461.0396,,,3140.0,0.0,-67.82,5616.5,-479.89,-461.04
975,maize,-509.7744,-460.5969,,,3230.0,0.0,-72.04,5712.9,-509.77,-460.6
976,maize,-522.5947,-462.9624,,,3310.0,0.0,-73.85,5853.6,-522.59,-462.96
977,maize,-474.2576,-463.1714,,,3160.0,0.0,-67.02,5687.0,-474.26,-463.17
978,maize,-348.3613,-461.8566,,,3030.0,0.0,-49.23,5878.6,-348.36,-461.86
979,maize,-375.3448,-461.446,,,3000.0,0.0,-53.04,5698.6,-375.34,-461.45
980,maize,-522.2433,-462.2871,,,3340.0,0.0,-73.8,5927.0,-522.24,-462.29
981,maize,-528.8984,-464.7607,,,3340.0,0.0,-74.74,5900.4,-528.9,-464.76
982,maize,-547.402,-468.0555,,,3350.0,0.0,-77.36,5850.4,-547.4,-468.06
983,maize,-564.4456,-468.6092,,,3280.0,0.0,-79.77,5614.2,-564.45,-468.61
984,maize,-469.3969,-470.8361,,,3280.0,0.0,-66.33,5994.4,-469.4,-470.84
985,maize,-392.8428,-466.6176,,,3110.0,0.0,-55.52,5892.6,-392.84,-466.62
986,maize,-433.1436,-465.9592,,,3260.0,0.0,-61.21,6091.4,-433.14,-465.96
987,maize,-296.3337,-465.7665,,,2990.0,0.0,-41.88,5990.7,-296.33,-465.77
988,maize,-429.1791,-464.9902,,,3300.0,0.0,-60.65,6203.3,-429.18,-464.99
989,maize,-326.3422,-463.5845,,,3150.0,0.0,-46.12,6254.6,-326.34,-463.58
990,maize,-433.6221,-462.7666,,,3180.0,0.0,-61.28,5897.5,-433.62,-462.77
991,maize,-539.3961,-464.3229,,,3350.0,0.0,-76.23,5882.4,-539.4,-464.32
992,maize,-207.3486,-461.7437,,,2960.0,0.0,-29.3,6274.6,-207.35,-461.74
993,maize,-615.0174,-462.8657,,,3330.0,0.0,-86.91,5531.9,-615.02,-462.87
994,maize,-610.0392,-466.5803,,,3460.0,0.0,-86.21,5863.8,-610.04,-466.58
995,maize,-537.0334,-467.2263,,,3450.0,0.0,-75.89,6131.9,-537.03,-467.23
996,maize,-672.9292,-470.1914,,,3530.0,0.0,-95.1,5780.3,-672.93,-470.19
997,maize,-598.5144,-469.8415,,,3320.0,0.0,-84.58,5573.9,-598.51,-469.84
998,maize,-568.2822,-472.5951,,,3170.0,0.0,-80.31,5334.9,-568.28,-472.6
999,maize,-658.3786,-473.5668,,,3280.0,0.0,-93.04,5238.5,-658.38,-473.57
1000,maize,-659.7639,-475.6641,,,3450.0,0.0,-93.24,5640.9,-659.76,-475.66
1001,maize,-668.8828,-480.5499,,,3450.0,0.0,-94.53,5604.5,-668.88,-480.55
1002,maize,-506.1584,-480.4768,,,3180.0,0.0,-71.53,5607.4,-506.16,-480.48
1003,maize,-216.5927,-478.6055,,,3110.0,0.0,-30.61,6597.6,-216.59,-478.61
1004,maize,-304.2115,-478.5361,,,2960.0,0.0,-42.99,5887.2,-304.21,-478.54
1005,maize,-696.7951,-478.849,,,3540.0,0.0,-98.47,5708.8,-696.8,-478.85
1006,maize,-519.5879,-478.3275,,,3390.0,0.0,-73.43,6057.6,-519.59,-478.33
1007,maize,-298.6423,-477.9444,,,3040.0,0.0,-42.2,6101.4,-298.64,-477.94
1008,maize,-387.2548,-477.9432,,,3180.0,0.0,-54.73,6083.0,-387.25,-477.94
1009,maize,-702.6387,-482.8929,,,3420.0,0.0,-99.3,5397.4,-702.64,-482.89
1010,maize,-703.5241,-482.9249,,,3690.0,0.0,-99.42,6041.9,-703.52,-482.92
1011,maize,-543.8758,-483.5317,,,3420.0,0.0,-76.86,6032.5,-543.88,-483.53
1012,maize,-516.8312,-484.9936,,,3350.0,0.0,-73.04,5972.7,-516.83,-484.99
1013,maize,-649.535,-485.7022,,,3330.0,0.0,-91.79,5393.9,-649.54,-485.7
1014,maize,-786.1293,-488.2434,,,3580.0,0.0,-111.09,5447.5,-786.13,-488.24
1015,maize,-445.3316,-485.8101,,,3120.0,0.0,-62.93,5706.7,-445.33,-485.81
1016,maize,-372.9074,-484.0393,,,3070.0,0.0,-52.7,5876.4,-372.91,-484.04
1017,maize,-569.3704,-487.4524,,,3080.0,0.0,-80.46,5114.5,-569.37,-487.45
1018,maize,-692.3207,-488.6078,,,3420.0,0.0,-97.84,5438.7,-692.32,-488.61
1019,maize,-152.7611,-483.5231,,,2790.0,0.0,-21.59,6085.0,-152.76,-483.52
1020,maize,-594.2571,-485.5296,,,3240.0,0.0,-83.98,5399.0,-594.26,-485.53
1021,maize,-715.7365,-486.885,,,3410.0,0.0,-101.15,5321.1,-715.74,-486.88
1022,maize,-504.8774,-491.2909,,,3360.0,0.0,-71.35,6044.5,-504.88,-491.29
1023,maize,-260.1322,-479.1923,,,3040.0,0.0,-36.76,6255.5,-260.13,-479.19
1024,maize,-492.4378,-478.826,,,3360.0,0.0,-69.59,6094.2,-492.44,-478.83
1025,maize,-620.6051,-479.2166,,,3390.0,0.0,-87.7,5653.6,-620.61,-479.22
1026,maize,-649.8712,-483.2005,,,3270.0,0.0,-91.84,5248.5,-649.87,-483.2
1027,maize,-283.4808,-482.6518,,,3060.0,0.0,-40.06,6210.1,-283.48,-482.65
1028,maize,-824.7964,-486.0007,,,3650.0,0.0,-116.56,5460.8,-824.8,-486.0
1029,maize,-352.4681,-488.0181,,,3170.0,0.0,-49.81,6198.1,-352.47,-488.02
1030,maize,-866.9977,-489.9905,,,3630.0,0.0,-122.52,5244.0,-867.0,-489.99
1031,maize,-106.7021,-485.8711,,,2870.0,0.0,-15.08,6461.2,-106.7,-485.87
1032,maize,-426.4347,-489.93,,,3290.0,0.0,-60.26,6190.3,-426.43,-489.93
1033,maize,-522.6738,-490.373,,,3220.0,0.0,-73.86,5637.3,-522.67,-490.37
1034,maize,-682.3266,-491.0361,,,3480.0,0.0,-96.43,5622.7,-682.33,-491.04
1035,maize,-509.0558,-491.5631,,,3450.0,0.0,-71.94,6243.8,-509.06,-491.56
1036,maize,-261.7044,-491.1875,,,2950.0,0.0,-36.98,6033.2,-261.7,-491.19
1037,maize,-410.8919,-489.6119,,,3200.0,0.0,-58.07,6036.4,-410.89,-489.61
1038,maize,-365.502,-490.723,,,3260.0,0.0,-51.65,6362.0,-365.5,-490.72
1039,maize,-431.5934,-489.3087,,,3180.0,0.0,-60.99,5905.6,-431.59,-489.31
1040,maize,-295.5175,-486.4885,,,3030.0,0.0,-41.76,6089.9,-295.52,-486.49
1041,maize,-483.6308,-484.6627,,,3200.0,0.0,-68.35,5745.5,-483.63,-484.66
1042,maize,-190.1516,-480.912,,,2940.0,0.0,-26.87,6295.4,-190.15,-480.91
1043,maize,-645.0326,-486.7454,,,3490.0,0.0,-91.16,5795.9,-645.03,-486.75
1044,maize,-584.1441,-487.8788,,,3300.0,0.0,-82.55,5583.4,-584.14,-487.88
1045,maize,-580.2131,-487.4083,,,3410.0,0.0,-82.0,5863.1,-580.21,-487.41
1046,maize,-668.6762,-485.7124,,,3410.0,0.0,-94.5,5509.3,-668.68,-485.71
1047,maize,-195.1606,-482.1066,,,3090.0,0.0,-27.58,6635.4,-195.16,-482.11
1048,maize,-456.5888,-484.552,,,3260.0,0.0,-64.52,5997.6,-456.59,-484.55
1049,maize,-502.5946,-484.5732,,,3220.0,0.0,-71.03,5717.6,-502.59,-484.57
1050,maize,-487.3995,-482.2897,,,3340.0,0.0,-68.88,6066.4,-487.4,-482.29
1051,maize,-622.5778,-486.9733,,,3430.0,0.0,-87.98,5741.7,-622.58,-486.97
1052,maize,-503.152,-485.7993,,,3050.0,0.0,-71.1,5307.4,-503.15,-485.8
1053,maize,-781.6131,-490.9051,,,3420.0,0.0,-110.46,5081.5,-781.61,-490.91
1054,maize,-538.7856,-494.2372,,,3360.0,0.0,-76.14,5908.9,-538.79,-494.24
1055,maize,-437.5587,-494.143,,,3290.0,0.0,-61.84,6145.8,-437.56,-494.14
1056,maize,-672.65,-495.9609,,,3420.0,0.0,-95.06,5517.4,-672.65,-495.96
1057,maize,-470.9758,-496.0268,,,3200.0,0.0,-66.56,5796.1,-470.98,-496.03
1058,maize,-573.9978,-495.6541,,,3200.0,0.0,-81.12,5384.0,-574.0,-495.65
1059,maize,-619.7993,-497.4074,,,3350.0,0.0,-87.59,5560.8,-619.8,-497.41
1060,maize,-825.5702,-500.1663,,,3660.0,0.0,-116.67,5481.7,-825.57,-500.17
1061,maize,-115.6704,-498.5474,,,2860.0,0.0,-16.35,6401.3,-115.67,-498.55
1062,maize,-203.514,-492.6238,,,3140.0,0.0,-28.76,6721.9,-203.51,-492.62
1063,maize,-215.3245,-491.1592,,,3010.0,0.0,-30.43,6362.7,-215.32,-491.16
1064,maize,-256.0842,-487.6866,,,3090.0,0.0,-36.19,6391.7,-256.08,-487.69
1065,maize,-625.12,-491.0744,,,3460.0,0.0,-88.34,5803.5,-625.12,-491.07
1066,maize,-341.3266,-492.8902,,,3100.0,0.0,-48.24,6074.7,-341.33,-492.89
1067,maize,-570.9129,-491.3965,,,3560.0,0.0,-80.68,6260.3,-570.91,-491.4
1068,maize,-430.0711,-491.4725,,,3220.0,0.0,-60.78,6007.7,-430.07,-491.47
1069,maize,-232.1571,-487.4089,,,2960.0,0.0,-32.81,6175.4,-232.16,-487.41
1070,maize,-612.9645,-487.6888,,,3450.0,0.0,-86.62,5828.1,-612.96,-487.69
1071,maize,-386.0097,-488.1724,,,3170.0,0.0,-54.55,6064.0,-386.01,-488.17
1072,maize,-482.5402,-488.6424,,,3090.0,0.0,-68.19,5485.8,-482.54,-488.64
1073,maize,-85.3731,-486.2953,,,2820.0,0.0,-12.06,6426.5,-85.37,-486.3
1074,maize,-589.2547,-487.3889,,,3210.0,0.0,-83.27,5347.0,-589.25,-487.39
1075,maize,-723.8793,-489.53,,,3540.0,0.0,-102.3,5600.5,-723.88,-489.53
1076,maize,-577.2722,-490.0768,,,3250.0,0.0,-81.58,5490.9,-577.27,-490.08
1077,maize,-362.7806,-488.962,,,3200.0,0.0,-51.27,6228.9,-362.78,-488.96
1078,maize,-622.9015,-491.7074,,,3500.0,0.0,-88.03,5908.4,-622.9,-491.71
1079,maize,-665.4816,-494.6088,,,3470.0,0.0,-94.05,5666.1,-665.48,-494.61
1080,maize,-331.5062,-492.7014,,,3020.0,0.0,-46.85,5922.0,-331.51,-492.7
1081,maize,-430.1634,-491.714,,,3350.0,0.0,-60.79,6319.3,-430.16,-491.71
1082,maize,-632.9128,-492.5692,,,3340.0,0.0,-89.44,5484.3,-632.91,-492.57
1083,maize,-490.1642,-491.8263,,,3370.0,0.0,-69.27,6127.3,-490.16,-491.83
1084,maize,-103.2834,-488.1652,,,3080.0,0.0,-14.6,6978.9,-103.28,-488.17
1085,maize,-525.5787,-489.4926,,,3240.0,0.0,-74.27,5673.7,-525.58,-489.49
1086,maize,-636.7822,-491.5289,,,3450.0,0.0,-89.99,5732.9,-636.78,-491.53
1087,maize,-315.6152,-491.7218,,,3080.0,0.0,-44.6,6129.5,-315.62,-491.72
1088,maize,-574.1248,-493.1712,,,3170.0,0.0,-81.13,5311.5,-574.12,-493.17
1089,maize,-464.343,-494.5512,,,3350.0,0.0,-65.62,6182.6,-464.34,-494.55
1090,maize,-675.4449,-496.9695,,,3390.0,0.0,-95.45,5434.2,-675.44,-496.97
1091,maize,-703.398,-498.6095,,,3600.0,0.0,-99.4,5826.4,-703.4,-498.61
1092,maize,-189.8727,-498.4347,,,2930.0,0.0,-26.83,6272.5,-189.87,-498.43
1093,maize,-382.5403,-496.1099,,,2880.0,0.0,-54.06,5381.8,-382.54,-496.11
1094,maize,-256.6355,-492.5759,,,3020.0,0.0,-36.27,6221.5,-256.64,-492.58
1095,maize,-548.1612,-492.6872,,,3470.0,0.0,-77.47,6135.4,-548.16,-492.69
1096,maize,-743.8588,-493.3965,,,3620.0,0.0,-105.12,5712.6,-743.86,-493.4
1097,maize,-360.1231,-491.0126,,,3130.0,0.0,-50.89,6071.5,-360.12,-491.01
1098,maize,-522.9121,-490.5589,,,3150.0,0.0,-73.9,5468.4,-522.91,-490.56
1099,maize,-441.733,-488.3924,,,3260.0,0.0,-62.43,6057.1,-441.73,-488.39
1100,maize,-298.6086,-484.7809,,,3140.0,0.0,-42.2,6341.6,-298.61,-484.78
1101,maize,-195.1165,-480.0432,,,2820.0,0.0,-27.57,5987.5,-195.12,-480.04
1102,maize,-473.1988,-479.7136,,,3180.0,0.0,-66.87,5739.2,-473.2,-479.71
1103,maize,-583.7346,-483.385,,,3300.0,0.0,-82.49,5585.1,-583.73,-483.39
1104,maize,-460.3326,-484.9462,,,3150.0,0.0,-65.05,5718.7,-460.33,-484.95
1105,maize,-678.0061,-484.7583,,,3510.0,0.0,-95.81,5712.0,-678.01,-484.76
1106,maize,-524.3914,-484.8064,,,3270.0,0.0,-74.11,5750.4,-524.39,-484.81
1107,maize,-768.9395,-489.5093,,,3580.0,0.0,-108.67,5516.2,-768.94,-489.51
1108,maize,-617.8857,-491.8157,,,3240.0,0.0,-87.32,5304.5,-617.89,-491.82
1109,maize,-371.2163,-488.5014,,,3350.0,0.0,-52.46,6555.1,-371.22,-488.5
1110,maize,-841.2937,-489.8791,,,3560.0,0.0,-118.89,5178.8,-841.29,-489.88
1111,maize,-376.5871,-488.2062,,,3270.0,0.0,-53.22,6341.7,-376.59,-488.21
1112,maize,-861.5777,-491.6537,,,3560.0,0.0,-121.76,5097.7,-861.58,-491.65
1113,maize,-516.5074,-490.3234,,,3230.0,0.0,-72.99,5686.0,-516.51,-490.32
1114,maize,-309.5132,-485.5573,,,3130.0,0.0,-43.74,6273.9,-309.51,-485.56
1115,maize,-596.046,-487.0644,,,3350.0,0.0,-84.23,5655.8,-596.05,-487.06
1116,maize,-160.346,-484.9388,,,2930.0,0.0,-22.66,6390.6,-160.35,-484.94
1117,maize,-603.4678,-485.2798,,,3310.0,0.0,-85.28,5530.1,-603.47,-485.28
1118,maize,-653.6048,-484.8926,,,3520.0,0.0,-92.37,5833.6,-653.6,-484.89
1119,maize,-356.8576,-486.9336,,,3200.0,0.0,-50.43,6252.6,-356.86,-486.93
1120,maize,-461.2092,-485.6031,,,3210.0,0.0,-65.18,5859.2,-461.21,-485.6
1121,maize,-310.9051,-481.5548,,,3190.0,0.0,-43.94,6412.4,-310.91,-481.55
1122,maize,-610.157,-482.6076,,,3400.0,0.0,-86.23,5719.4,-610.16,-482.61
1123,maize,-519.8596,-485.2049,,,3200.0,0.0,-73.47,5600.6,-519.86,-485.2
1124,maize,-637.9446,-486.6599,,,3460.0,0.0,-90.15,5752.2,-637.94,-486.66
1125,maize,-451.2017,-484.9659,,,3190.0,0.0,-63.76,5851.2,-451.2,-484.97
1126,maize,-573.1953,-484.1991,,,3250.0,0.0,-81.0,5507.2,-573.2,-484.2
1127,maize,-143.7041,-482.8014,,,2900.0,0.0,-20.31,6385.2,-143.7,-482.8
1128,maize,-655.0819,-481.1042,,,3550.0,0.0,-92.58,5899.7,-655.08,-481.1
1129,maize,-458.9441,-482.169,,,3230.0,0.0,-64.86,5916.2,-458.94,-482.17
1130,maize,-334.0757,-476.8398,,,3010.0,0.0,-47.21,5887.7,-334.08,-476.84
1131,maize,-296.0847,-478.7336,,,3060.0,0.0,-41.84,6159.7,-296.08,-478.73
1132,maize,-379.9775,-478.269,,,3160.0,0.0,-53.7,6064.1,-379.98,-478.27
1133,maize,-146.7553,-474.5098,,,3080.0,0.0,-20.74,6805.0,-146.76,-474.51
1134,maize,-427.8404,-471.965,,,3310.0,0.0,-60.46,6232.6,-427.84,-471.96
1135,maize,-655.1411,-473.4258,,,3360.0,0.0,-92.58,5443.4,-655.14,-473.43
1136,maize,-463.3769,-475.4425,,,3230.0,0.0,-65.48,5898.5,-463.38,-475.44
1137,maize,-281.4086,-474.1477,,,2920.0,0.0,-39.77,5882.4,-281.41,-474.15
1138,maize,-109.9444,-471.5921,,,2880.0,0.0,-15.54,6472.2,-109.94,-471.59
1139,maize,-861.445,-475.8906,,,3670.0,0.0,-121.74,5362.2,-861.45,-475.89
1140,maize,-103.6671,-473.9721,,,3110.0,0.0,-14.65,7049.3,-103.67,-473.97
1141,maize,-407.5169,-473.211,,,3080.0,0.0,-57.59,5761.9,-407.52,-473.21
1142,maize,-587.5733,-477.1852,,,3390.0,0.0,-83.04,5785.7,-587.57,-477.19
1143,maize,-410.3587,-474.8385,,,3180.0,0.0,-57.99,5990.6,-410.36,-474.84
1144,maize,-295.2548,-471.9496,,,3050.0,0.0,-41.73,6139.0,-295.25,-471.95
1145,maize,-229.2291,-468.4398,,,2950.0,0.0,-32.39,6163.1,-229.23,-468.44
1146,maize,-272.1823,-464.4748,,,3080.0,0.0,-38.46,6303.3,-272.18,-464.47
1147,maize,-615.1926,-468.6751,,,3290.0,0.0,-86.94,5435.2,-615.19,-468.68
1148,maize,-353.0425,-467.6397,,,3310.0,0.0,-49.89,6531.8,-353.04,-467.64
