episode,crop,season_return,avg100_return,actor_loss,critic_loss,total_water_mm,total_nitrogen_kgha,vs_baseline_pct,grain_yield_kgha,profit_usd_ha,avg100_profit_usd_ha
2511,maize,-302.8282,-446.543,,,2980.0,0.0,-42.8,5940.7,-302.83,-446.54
2512,maize,-668.971,-448.6152,,,3640.0,0.0,-94.54,6060.1,-668.97,-448.62
2513,maize,-591.2529,-451.2191,,,3330.0,0.0,-83.56,5627.0,-591.25,-451.22
2514,maize,-483.8425,-450.4179,,,3300.0,0.0,-68.38,5984.6,-483.84,-450.42
2515,maize,-639.5907,-451.0461,,,3180.0,0.0,-90.39,5073.6,-639.59,-451.05
2516,maize,-493.8823,-453.9347,,,3180.0,0.0,-69.79,5656.5,-493.88,-453.93
2517,maize,-550.5641,-454.4682,,,3420.0,0.0,-77.81,6005.7,-550.56,-454.47
2518,maize,-228.762,-450.368,,,3140.0,0.0,-32.33,6621.0,-228.76,-450.37
2519,maize,-93.1169,-446.8173,,,2870.0,0.0,-13.16,6515.5,-93.12,-446.82
2520,maize,-520.5653,-448.9432,,,3300.0,0.0,-73.57,5837.7,-520.57,-448.94
2521,maize,-385.81,-448.8019,,,3220.0,0.0,-54.52,6184.8,-385.81,-448.8
2522,maize,-731.5451,-453.5925,,,3420.0,0.0,-103.38,5281.8,-731.55,-453.59
2523,maize,-571.9703,-456.3451,,,3310.0,0.0,-80.83,5656.1,-571.97,-456.35
2524,maize,-383.3413,-456.7178,,,3140.0,0.0,-54.17,6002.6,-383.34,-456.72
2525,maize,-271.6801,-454.0608,,,3240.0,0.0,-38.39,6689.3,-271.68,-454.06
2526,maize,-444.101,-453.0263,,,3200.0,0.0,-62.76,5903.6,-444.1,-453.03
2527,maize,-56.5471,-447.932,,,2840.0,0.0,-7.99,6589.8,-56.55,-447.93
2528,maize,-440.1886,-447.1823,,,3220.0,0.0,-62.21,5967.2,-440.19,-447.18
2529,maize,-311.6658,-446.4155,,,3120.0,0.0,-44.04,6241.3,-311.67,-446.42
2530,maize,-317.7109,-442.9635,,,3070.0,0.0,-44.9,6097.2,-317.71,-442.96
2531,maize,-212.834,-439.324,,,3030.0,0.0,-30.08,6420.7,-212.83,-439.32
2532,maize,-452.5014,-441.2767,,,3250.0,0.0,-63.95,5990.0,-452.5,-441.28
2533,maize,-686.6541,-441.8469,,,3670.0,0.0,-97.04,6061.4,-686.65,-441.85
2534,maize,-436.2921,-438.9543,,,2980.0,0.0,-61.66,5406.8,-436.29,-438.95
2535,maize,-640.4781,-444.6481,,,3560.0,0.0,-90.51,5982.1,-640.48,-444.65
2536,maize,-575.8297,-446.0406,,,3470.0,0.0,-81.38,6024.7,-575.83,-446.04
2537,maize,-360.0215,-447.6435,,,3130.0,0.0,-50.88,6071.9,-360.02,-447.64
2538,maize,-523.4129,-446.7248,,,3200.0,0.0,-73.97,5586.3,-523.41,-446.72
2539,maize,-285.4291,-446.2596,,,3170.0,0.0,-40.34,6466.3,-285.43,-446.26
2540,maize,-445.9028,-447.4635,,,3190.0,0.0,-63.01,5872.4,-445.9,-447.46
2541,maize,-402.686,-448.0134,,,3080.0,0.0,-56.91,5781.3,-402.69,-448.01
2542,maize,-443.8769,-449.3979,,,3080.0,0.0,-62.73,5616.5,-443.88,-449.4
2543,maize,-335.0974,-449.7173,,,3040.0,0.0,-47.36,5955.6,-335.1,-449.72
2544,maize,-630.4698,-453.8153,,,3460.0,0.0,-89.1,5782.1,-630.47,-453.82
2545,maize,-455.622,-455.2193,,,3310.0,0.0,-64.39,6121.5,-455.62,-455.22
2546,maize,-477.4557,-454.3727,,,3230.0,0.0,-67.47,5842.2,-477.46,-454.37
2547,maize,-637.6487,-457.6194,,,3310.0,0.0,-90.11,5393.4,-637.65,-457.62
2548,maize,-232.7499,-455.4884,,,3000.0,0.0,-32.89,6269.0,-232.75,-455.49
2549,maize,-192.8382,-452.3553,,,3040.0,0.0,-27.25,6524.6,-192.84,-452.36
2550,maize,-647.5121,-455.5386,,,3400.0,0.0,-91.51,5570.0,-647.51,-455.54
2551,maize,-206.2066,-453.8329,,,2880.0,0.0,-29.14,6087.2,-206.21,-453.83
2552,maize,-387.1489,-455.8035,,,2930.0,0.0,-54.71,5483.4,-387.15,-455.8
2553,maize,-706.6847,-456.3313,,,3450.0,0.0,-99.87,5453.3,-706.68,-456.33
2554,maize,-756.0674,-456.0222,,,3550.0,0.0,-106.85,5495.7,-756.07,-456.02
2555,maize,-299.3249,-452.3182,,,3140.0,0.0,-42.3,6338.7,-299.32,-452.32
2556,maize,-629.9028,-454.0755,,,3470.0,0.0,-89.02,5808.4,-629.9,-454.08
2557,maize,-555.5173,-455.3391,,,3370.0,0.0,-78.51,5865.9,-555.52,-455.34
2558,maize,-554.1067,-456.1044,,,3310.0,0.0,-78.31,5727.6,-554.11,-456.1
2559,maize,-438.5934,-457.2803,,,3230.0,0.0,-61.98,5997.6,-438.59,-457.28
2560,maize,-459.8556,-460.7571,,,3360.0,0.0,-64.99,6224.6,-459.86,-460.76
2561,maize,-425.401,-458.4175,,,3300.0,0.0,-60.12,6218.4,-425.4,-458.42
2562,maize,-488.5904,-458.3787,,,2980.0,0.0,-69.05,5197.6,-488.59,-458.38
2563,maize,-285.0653,-455.3217,,,3100.0,0.0,-40.29,6299.7,-285.07,-455.32
2564,maize,-510.8554,-456.4004,,,3420.0,0.0,-72.19,6164.6,-510.86,-456.4
2565,maize,-453.8956,-454.3076,,,3290.0,0.0,-64.14,6080.4,-453.9,-454.31
2566,maize,-380.9534,-453.4224,,,3270.0,0.0,-53.84,6324.2,-380.95,-453.42
2567,maize,-244.9559,-452.7285,,,3120.0,0.0,-34.62,6508.2,-244.96,-452.73
2568,maize,-673.985,-453.7599,,,3340.0,0.0,-95.25,5320.1,-673.99,-453.76
2569,maize,-321.7009,-452.9217,,,3030.0,0.0,-45.46,5985.2,-321.7,-452.92
2570,maize,-710.4983,-455.6878,,,3510.0,0.0,-100.41,5582.0,-710.5,-455.69
2571,maize,-353.858,-453.801,,,3260.0,0.0,-50.01,6408.6,-353.86,-453.8
2572,maize,-356.8435,-452.3881,,,3090.0,0.0,-50.43,5988.6,-356.84,-452.39
2573,maize,-449.0918,-451.7409,,,3270.0,0.0,-63.47,6051.6,-449.09,-451.74
2574,maize,-485.1872,-456.3102,,,3150.0,0.0,-68.57,5619.3,-485.19,-456.31
2575,maize,-84.0998,-453.3391,,,2840.0,0.0,-11.88,6479.6,-84.1,-453.34
2576,maize,-514.6083,-453.578,,,3400.0,0.0,-72.72,6101.6,-514.61,-453.58
2577,maize,-543.2248,-455.025,,,3270.0,0.0,-76.77,5675.1,-543.22,-455.03
2578,maize,-522.5298,-454.8843,,,3260.0,0.0,-73.84,5733.9,-522.53,-454.88
2579,maize,-656.4794,-455.0385,,,3420.0,0.0,-92.77,5582.1,-656.48,-455.04
2580,maize,-518.1353,-457.7277,,,3260.0,0.0,-73.22,5751.5,-518.14,-457.73
2581,maize,-722.8414,-460.9039,,,3540.0,0.0,-102.15,5604.6,-722.84,-460.9
2582,maize,-561.4294,-460.8656,,,3350.0,0.0,-79.34,5794.3,-561.43,-460.87
2583,maize,-521.1948,-461.9544,,,3340.0,0.0,-73.65,5931.2,-521.19,-461.95
2584,maize,-493.3549,-460.3831,,,3310.0,0.0,-69.72,5970.6,-493.35,-460.38
2585,maize,-505.2823,-461.6614,,,3380.0,0.0,-71.41,6090.9,-505.28,-461.66
2586,maize,-683.074,-462.3567,,,3710.0,0.0,-96.53,6171.7,-683.07,-462.36
2587,maize,-386.6978,-461.0581,,,3150.0,0.0,-54.65,6013.2,-386.7,-461.06
2588,maize,-559.8078,-460.2184,,,3340.0,0.0,-79.11,5776.8,-559.81,-460.22
2589,maize,-736.0994,-459.5864,,,3600.0,0.0,-104.02,5695.6,-736.1,-459.59
2590,maize,-506.2699,-458.9496,,,3110.0,0.0,-71.55,5438.9,-506.27,-458.95
2591,maize,-19.5994,-451.5487,,,2710.0,0.0,-2.77,6425.6,-19.6,-451.55
2592,maize,-313.2972,-452.0646,,,3190.0,0.0,-44.27,6402.8,-313.3,-452.06
2593,maize,-212.5665,-454.1365,,,3150.0,0.0,-30.04,6709.7,-212.57,-454.14
2594,maize,-277.6955,-450.8287,,,3020.0,0.0,-39.24,6137.2,-277.7,-450.83
2595,maize,-666.6357,-452.3222,,,3540.0,0.0,-94.21,5829.5,-666.64,-452.32
2596,maize,-234.207,-451.7378,,,3050.0,0.0,-33.1,6383.2,-234.21,-451.74
2597,maize,-198.5892,-448.7677,,,2970.0,0.0,-28.06,6333.6,-198.59,-448.77
2598,maize,-614.0252,-448.876,,,3410.0,0.0,-86.77,5727.9,-614.03,-448.88
2599,maize,-505.9178,-448.5897,,,3330.0,0.0,-71.5,5968.3,-505.92,-448.59
2600,maize,-558.2603,-448.1215,,,3380.0,0.0,-78.89,5879.0,-558.26,-448.12
2601,maize,-501.7114,-451.5672,,,3210.0,0.0,-70.9,5697.2,-501.71,-451.57
2602,maize,-444.9539,-452.5536,,,3110.0,0.0,-62.88,5684.2,-444.95,-452.55
2603,maize,-577.6839,-454.5504,,,3290.0,0.0,-81.64,5585.3,-577.68,-454.55
2604,maize,-446.6428,-455.4097,,,3190.0,0.0,-63.12,5869.4,-446.64,-455.41
2605,maize,-767.2805,-456.7957,,,3520.0,0.0,-108.43,5378.9,-767.28,-456.8
2606,maize,-581.8093,-460.4645,,,3340.0,0.0,-82.22,5688.8,-581.81,-460.46
2607,maize,-821.5352,-464.4024,,,3680.0,0.0,-116.1,5545.9,-821.54,-464.4
2608,maize,-540.1017,-466.1293,,,3440.0,0.0,-76.33,6095.6,-540.1,-466.13
2609,maize,-386.9408,-465.6872,,,3150.0,0.0,-54.68,6012.2,-386.94,-465.69
2610,maize,-558.5606,-464.4068,,,3300.0,0.0,-78.94,5685.8,-558.56,-464.41
2611,maize,-467.7555,-466.0561,,,3190.0,0.0,-66.1,5785.0,-467.76,-466.06
2612,maize,-500.1236,-464.3676,,,3220.0,0.0,-70.68,5727.5,-500.12,-464.37
2613,maize,-604.4943,-464.5,,,3280.0,0.0,-85.43,5454.0,-604.49,-464.5
2614,maize,11.8055,-459.5435,,,2630.0,0.0,1.67,6359.2,11.81,-459.54
2615,maize,-709.4631,-460.2423,,,3570.0,0.0,-100.26,5730.1,-709.46,-460.24
2616,maize,-585.9015,-461.1625,,,3370.0,0.0,-82.8,5744.4,-585.9,-461.16
2617,maize,-517.6267,-460.8331,,,3240.0,0.0,-73.15,5705.5,-517.63,-460.83
2618,maize,-373.6908,-462.2824,,,3300.0,0.0,-52.81,6425.2,-373.69,-462.28
2619,maize,-617.1942,-467.5232,,,3200.0,0.0,-87.22,5211.2,-617.19,-467.52
2620,maize,65.4889,-461.6626,,,2800.0,0.0,9.25,6982.0,65.49,-461.66
2621,maize,-824.9836,-466.0543,,,3530.0,0.0,-116.59,5172.1,-824.98,-466.05
2622,maize,-84.2367,-459.5813,,,2790.0,0.0,-11.9,6359.1,-84.24,-459.58
2623,maize,-396.644,-457.828,,,3140.0,0.0,-56.05,5949.4,-396.64,-457.83
2624,maize,-335.8077,-457.3527,,,3120.0,0.0,-47.46,6144.8,-335.81,-457.35
2625,maize,-564.1646,-460.2775,,,3440.0,0.0,-79.73,5999.3,-564.16,-460.28
2626,maize,-298.5074,-458.8216,,,3020.0,0.0,-42.18,6054.0,-298.51,-458.82
2627,maize,-523.1131,-463.4872,,,3470.0,0.0,-73.93,6235.5,-523.11,-463.49
2628,maize,-622.798,-465.3133,,,3430.0,0.0,-88.01,5740.8,-622.8,-465.31
2629,maize,-371.8912,-465.9156,,,3070.0,0.0,-52.56,5880.4,-371.89,-465.92
2630,maize,-521.5501,-467.954,,,3400.0,0.0,-73.7,6073.8,-521.55,-467.95
2631,maize,-456.9085,-470.3947,,,3280.0,0.0,-64.57,6044.4,-456.91,-470.39
2632,maize,-636.5201,-472.2349,,,3450.0,0.0,-89.95,5733.9,-636.52,-472.23
2633,maize,-417.3404,-469.5418,,,3180.0,0.0,-58.98,5962.6,-417.34,-469.54
2634,maize,-681.3596,-471.9924,,,3370.0,0.0,-96.29,5362.6,-681.36,-471.99
2635,maize,-192.821,-467.5159,,,3060.0,0.0,-27.25,6572.7,-192.82,-467.52
2636,maize,-382.0855,-465.5784,,,3210.0,0.0,-54.0,6175.7,-382.09,-465.58
2637,maize,-563.5098,-467.6133,,,3330.0,0.0,-79.63,5738.0,-563.51,-467.61
2638,maize,-521.7189,-467.5964,,,3350.0,0.0,-73.73,5953.1,-521.72,-467.6
2639,maize,-103.0208,-465.7723,,,2840.0,0.0,-14.56,6403.9,-103.02,-465.77
2640,maize,-735.6405,-468.6697,,,3440.0,0.0,-103.96,5313.4,-735.64,-468.67
2641,maize,-33.5609,-464.9784,,,2780.0,0.0,-4.74,6537.8,-33.56,-464.98
2642,maize,-236.0958,-462.9006,,,2920.0,0.0,-33.36,6063.6,-236.1,-462.9
2643,maize,-425.2102,-463.8017,,,3140.0,0.0,-60.09,5835.2,-425.21,-463.8
2644,maize,-480.5029,-462.3021,,,3110.0,0.0,-67.9,5542.0,-480.5,-462.3
2645,maize,-545.3071,-463.1989,,,3290.0,0.0,-77.06,5714.8,-545.31,-463.2
2646,maize,-336.1626,-461.786,,,2970.0,0.0,-47.51,5783.3,-336.16,-461.79
2647,maize,-625.1254,-461.6607,,,3430.0,0.0,-88.34,5731.5,-625.13,-461.66
2648,maize,-571.2893,-465.0461,,,3360.0,0.0,-80.73,5778.8,-571.29,-465.05
2649,maize,-287.0047,-465.9878,,,3170.0,0.0,-40.56,6460.0,-287.0,-465.99
2650,maize,-265.7583,-462.1703,,,2890.0,0.0,-37.56,5873.0,-265.76,-462.17
2651,maize,-453.1895,-464.6401,,,3200.0,0.0,-64.04,5867.2,-453.19,-464.64
2652,maize,-214.1575,-462.9102,,,2980.0,0.0,-30.26,6295.4,-214.16,-462.91
2653,maize,-207.0532,-457.9139,,,2900.0,0.0,-29.26,6131.8,-207.05,-457.91
2654,maize,-295.1432,-453.3046,,,3080.0,0.0,-41.71,6211.4,-295.14,-453.3
2655,maize,-638.0112,-456.6915,,,3570.0,0.0,-90.16,6016.0,-638.01,-456.69
2656,maize,-259.0652,-452.9831,,,3030.0,0.0,-36.61,6235.7,-259.07,-452.98
2657,maize,-512.2987,-452.5509,,,3330.0,0.0,-72.4,5942.8,-512.3,-452.55
2658,maize,-202.6893,-449.0368,,,3010.0,0.0,-28.64,6413.2,-202.69,-449.04
2659,maize,-411.0283,-448.7611,,,3330.0,0.0,-58.09,6347.9,-411.03,-448.76
2660,maize,-398.3761,-448.1463,,,3390.0,0.0,-56.3,6542.5,-398.38,-448.15
2661,maize,-528.3399,-449.1757,,,3310.0,0.0,-74.66,5830.6,-528.34,-449.18
2662,maize,18.8102,-444.1017,,,3040.0,0.0,2.66,7371.2,18.81,-444.1
2663,maize,-250.7412,-443.7585,,,2910.0,0.0,-35.43,5981.0,-250.74,-443.76
2664,maize,-415.718,-442.8071,,,3210.0,0.0,-58.75,6041.1,-415.72,-442.81
2665,maize,-477.0598,-443.0387,,,3230.0,0.0,-67.42,5843.8,-477.06,-443.04
2666,maize,-462.6846,-443.856,,,3160.0,0.0,-65.39,5733.3,-462.68,-443.86
2667,maize,-447.9716,-445.8862,,,3310.0,0.0,-63.31,6152.1,-447.97,-445.89
2668,maize,-712.2047,-446.2684,,,3540.0,0.0,-100.65,5647.2,-712.2,-446.27
2669,maize,-530.0858,-448.3522,,,3140.0,0.0,-74.91,5415.7,-530.09,-448.35
2670,maize,-368.4041,-444.9313,,,3140.0,0.0,-52.06,6062.4,-368.4,-444.93
2671,maize,-465.8257,-446.051,,,3250.0,0.0,-65.83,5936.7,-465.83,-446.05
2672,maize,-621.0257,-448.6928,,,3450.0,0.0,-87.76,5795.9,-621.03,-448.69
2673,maize,-670.6115,-450.908,,,3390.0,0.0,-94.77,5453.6,-670.61,-450.91
2674,maize,-643.9467,-452.4956,,,3390.0,0.0,-91.0,5560.2,-643.95,-452.5
2675,maize,-566.3133,-457.3177,,,3400.0,0.0,-80.03,5894.7,-566.31,-457.32
2676,maize,-328.9246,-455.4609,,,3240.0,0.0,-46.48,6460.3,-328.92,-455.46
2677,maize,-484.6497,-454.8751,,,3090.0,0.0,-68.49,5477.4,-484.65,-454.88
2678,maize,-305.6009,-452.7058,,,3170.0,0.0,-43.19,6385.6,-305.6,-452.71
2679,maize,-6.4637,-446.2057,,,2940.0,0.0,-0.91,7030.1,-6.46,-446.21
2680,maize,-616.5042,-447.1894,,,3480.0,0.0,-87.12,5886.0,-616.5,-447.19
2681,maize,-509.1945,-445.0529,,,3340.0,0.0,-71.96,5979.2,-509.19,-445.05
2682,maize,-466.5688,-444.1043,,,3120.0,0.0,-65.93,5621.7,-466.57,-444.1
2683,maize,-346.49,-442.3573,,,3150.0,0.0,-48.97,6174.0,-346.49,-442.36
2684,maize,-457.3276,-441.997,,,3450.0,0.0,-64.63,6450.7,-457.33,-442.0
2685,maize,-274.7238,-439.6914,,,3150.0,0.0,-38.82,6461.1,-274.72,-439.69
2686,maize,-867.8922,-441.5396,,,3770.0,0.0,-122.65,5576.4,-867.89,-441.54
2687,maize,-460.8184,-442.2808,,,3170.0,0.0,-65.12,5764.7,-460.82,-442.28
2688,maize,-586.2359,-442.5451,,,3190.0,0.0,-82.85,5311.1,-586.24,-442.55
2689,maize,-591.6578,-441.1006,,,3360.0,0.0,-83.61,5697.4,-591.66,-441.1
2690,maize,-465.7148,-440.6951,,,3080.0,0.0,-65.81,5529.1,-465.71,-440.7
2691,maize,-539.1479,-445.8906,,,3260.0,0.0,-76.19,5667.4,-539.15,-445.89
2692,maize,-476.5477,-447.5231,,,3130.0,0.0,-67.35,5605.8,-476.55,-447.52
2693,maize,-366.1758,-449.0592,,,3080.0,0.0,-51.75,5927.3,-366.18,-449.06
2694,maize,-461.0686,-450.8929,,,3500.0,0.0,-65.16,6555.7,-461.07,-450.89
2695,maize,-519.7515,-449.4241,,,3340.0,0.0,-73.45,5937.0,-519.75,-449.42
2696,maize,-590.2457,-452.9845,,,3400.0,0.0,-83.41,5799.0,-590.25,-452.98
2697,maize,-205.5796,-453.0544,,,3270.0,0.0,-29.05,7025.7,-205.58,-453.05
2698,maize,-698.5764,-453.8999,,,3410.0,0.0,-98.72,5389.7,-698.58,-453.9
2699,maize,-442.1504,-453.2622,,,3130.0,0.0,-62.48,5743.4,-442.15,-453.26
2700,maize,-388.5405,-451.565,,,3220.0,0.0,-54.91,6173.8,-388.54,-451.56
2701,maize,-383.3883,-450.3818,,,3260.0,0.0,-54.18,6290.4,-383.39,-450.38
2702,maize,-387.9421,-449.8116,,,3210.0,0.0,-54.82,6152.2,-387.94,-449.81
2703,maize,-605.9325,-450.0941,,,3350.0,0.0,-85.63,5616.3,-605.93,-450.09
2704,maize,-293.4875,-448.5626,,,3050.0,0.0,-41.48,6146.0,-293.49,-448.56
2705,maize,-110.7332,-441.9971,,,2870.0,0.0,-15.65,6445.1,-110.73,-442.0
2706,maize,-630.1709,-442.4807,,,3300.0,0.0,-89.05,5399.3,-630.17,-442.48
2707,maize,-272.9277,-436.9947,,,3080.0,0.0,-38.57,6300.3,-272.93,-436.99
2708,maize,-287.3804,-434.4674,,,3220.0,0.0,-40.61,6578.5,-287.38,-434.47
2709,maize,-377.6313,-434.3743,,,3140.0,0.0,-53.37,6025.5,-377.63,-434.37
2710,maize,-557.3169,-434.3619,,,3300.0,0.0,-78.76,5690.7,-557.32,-434.36
2711,maize,-290.3977,-432.5883,,,3170.0,0.0,-41.04,6446.4,-290.4,-432.59
2712,maize,-361.7587,-431.2047,,,3130.0,0.0,-51.12,6065.0,-361.76,-431.2
2713,maize,-404.1386,-429.2011,,,3150.0,0.0,-57.11,5943.4,-404.14,-429.2
2714,maize,-296.0096,-432.2793,,,3160.0,0.0,-41.83,6400.0,-296.01,-432.28
2715,maize,-639.1443,-431.5761,,,3340.0,0.0,-90.32,5459.4,-639.14,-431.58
2716,maize,-744.5392,-433.1625,,,3400.0,0.0,-105.22,5181.8,-744.54,-433.16
2717,maize,-467.5031,-432.6612,,,3310.0,0.0,-66.07,6074.0,-467.5,-432.66
2718,maize,-453.5195,-433.4595,,,3240.0,0.0,-64.09,5961.9,-453.52,-433.46
2719,maize,-713.2206,-434.4198,,,3530.0,0.0,-100.79,5619.1,-713.22,-434.42
2720,maize,-606.0058,-441.1347,,,3460.0,0.0,-85.64,5880.0,-606.01,-441.13
2721,maize,-348.6766,-436.3717,,,3070.0,0.0,-49.27,5973.3,-348.68,-436.37
2722,maize,-369.1367,-439.2207,,,3160.0,0.0,-52.17,6107.5,-369.14,-439.22
2723,maize,-420.259,-439.4568,,,3210.0,0.0,-59.39,6023.0,-420.26,-439.46
2724,maize,-232.8751,-438.4275,,,2940.0,0.0,-32.91,6124.5,-232.88,-438.43
2725,maize,-252.2665,-435.3085,,,2860.0,0.0,-35.65,5854.9,-252.27,-435.31
2726,maize,-450.8428,-436.8319,,,3320.0,0.0,-63.71,6164.6,-450.84,-436.83
2727,maize,-592.1639,-437.5224,,,3240.0,0.0,-83.68,5407.3,-592.16,-437.52
2728,maize,-749.7584,-438.792,,,3690.0,0.0,-105.95,5857.0,-749.76,-438.79
2729,maize,-296.1054,-438.0341,,,2870.0,0.0,-41.85,5703.6,-296.11,-438.03
2730,maize,-286.0765,-435.6794,,,2820.0,0.0,-40.43,5623.7,-286.08,-435.68
2731,maize,-467.5244,-435.7855,,,3250.0,0.0,-66.07,5929.9,-467.52,-435.79
2732,maize,-361.3469,-433.0338,,,3220.0,0.0,-51.07,6282.6,-361.35,-433.03
2733,maize,-528.9688,-434.1501,,,3220.0,0.0,-74.75,5612.1,-528.97,-434.15
2734,maize,-281.045,-430.1469,,,3020.0,0.0,-39.72,6123.8,-281.04,-430.15
2735,maize,-404.2887,-432.2616,,,3210.0,0.0,-57.13,6086.8,-404.29,-432.26
2736,maize,-310.9971,-431.5507,,,3040.0,0.0,-43.95,6052.0,-311.0,-431.55
2737,maize,-504.3352,-430.959,,,3290.0,0.0,-71.27,5878.7,-504.34,-430.96
2738,maize,-199.2786,-427.7346,,,2670.0,0.0,-28.16,5610.9,-199.28,-427.73
2739,maize,-493.144,-431.6358,,,3130.0,0.0,-69.69,5539.4,-493.14,-431.64
2740,maize,-356.1963,-427.8414,,,3250.0,0.0,-50.34,6375.2,-356.2,-427.84
2741,maize,-603.5814,-433.5416,,,3320.0,0.0,-85.3,5553.7,-603.58,-433.54
2742,maize,-395.7914,-435.1385,,,3120.0,0.0,-55.93,5904.8,-395.79,-435.14
2743,maize,-340.5027,-434.2915,,,3010.0,0.0,-48.12,5862.0,-340.5,-434.29
2744,maize,-508.4278,-434.5707,,,2970.0,0.0,-71.85,5094.3,-508.43,-434.57
2745,maize,-282.4749,-431.9424,,,3090.0,0.0,-39.92,6286.1,-282.47,-431.94
2746,maize,-487.0936,-433.4517,,,3140.0,0.0,-68.84,5587.6,-487.09,-433.45
2747,maize,-659.9633,-433.8001,,,3530.0,0.0,-93.27,5832.1,-659.96,-433.8
2748,maize,-649.2226,-434.5794,,,3470.0,0.0,-91.75,5731.1,-649.22,-434.58
2749,maize,-532.3318,-437.0327,,,3290.0,0.0,-75.23,5766.7,-532.33,-437.03
2750,maize,-682.9904,-441.205,,,3530.0,0.0,-96.52,5740.0,-682.99,-441.2
2751,maize,-405.8994,-440.7321,,,3300.0,0.0,-57.36,6296.4,-405.9,-440.73
2752,maize,-497.2273,-443.5628,,,3150.0,0.0,-70.27,5571.1,-497.23,-443.56
2753,maize,-429.8021,-445.7903,,,2930.0,0.0,-60.74,5312.8,-429.8,-445.79
2754,maize,-496.5772,-447.8046,,,3290.0,0.0,-70.18,5909.7,-496.58,-447.8
2755,maize,-496.1659,-446.3862,,,3360.0,0.0,-70.12,6079.3,-496.17,-446.39
2756,maize,-445.3656,-448.2492,,,3380.0,0.0,-62.94,6330.5,-445.37,-448.25
2757,maize,-408.5219,-447.2114,,,2980.0,0.0,-57.73,5517.9,-408.52,-447.21
2758,maize,-686.8194,-452.0527,,,3430.0,0.0,-97.06,5484.7,-686.82,-452.05
2759,maize,-373.9069,-451.6815,,,3090.0,0.0,-52.84,5920.4,-373.91,-451.68
2760,maize,-799.3268,-455.691,,,3590.0,0.0,-112.96,5418.7,-799.33,-455.69
2761,maize,-823.6896,-458.6445,,,3520.0,0.0,-116.4,5153.2,-823.69,-458.64
2762,maize,-462.538,-463.458,,,3320.0,0.0,-65.37,6117.8,-462.54,-463.46
2763,maize,-319.8061,-464.1486,,,2990.0,0.0,-45.19,5896.8,-319.81,-464.15
2764,maize,-415.4402,-464.1458,,,3160.0,0.0,-58.71,5922.2,-415.44,-464.15
2765,maize,-178.7514,-461.1628,,,2770.0,0.0,-25.26,5933.0,-178.75,-461.16
2766,maize,-561.8176,-462.1541,,,3350.0,0.0,-79.4,5792.7,-561.82,-462.15
2767,maize,-388.7571,-461.5619,,,3160.0,0.0,-54.94,6029.0,-388.76,-461.56
2768,maize,-475.533,-459.1952,,,3270.0,0.0,-67.2,5945.9,-475.53,-459.2
2769,maize,-485.1354,-458.7457,,,3260.0,0.0,-68.56,5883.5,-485.14,-458.75
2770,maize,-391.2697,-458.9744,,,3080.0,0.0,-55.29,5826.9,-391.27,-458.97
2771,maize,-352.0297,-457.8364,,,3210.0,0.0,-49.75,6295.9,-352.03,-457.84
2772,maize,-361.7396,-455.2436,,,3010.0,0.0,-51.12,5777.0,-361.74,-455.24
2773,maize,-306.6893,-451.6043,,,2970.0,0.0,-43.34,5901.2,-306.69,-451.6
2774,maize,-425.0494,-449.4154,,,3230.0,0.0,-60.07,6051.8,-425.05,-449.42
2775,maize,-487.0203,-448.6224,,,3340.0,0.0,-68.83,6067.9,-487.02,-448.62
2776,maize,-352.1109,-448.8543,,,2880.0,0.0,-49.76,5503.6,-352.11,-448.85
2777,maize,-496.3026,-448.9708,,,3260.0,0.0,-70.14,5838.8,-496.3,-448.97
2778,maize,-315.5913,-449.0707,,,3140.0,0.0,-44.6,6273.6,-315.59,-449.07
2779,maize,-599.7906,-455.004,,,3540.0,0.0,-84.76,6096.8,-599.79,-455.0
2780,maize,-362.1666,-452.4606,,,3130.0,0.0,-51.18,6063.3,-362.17,-452.46
2781,maize,-207.2151,-449.4408,,,2930.0,0.0,-29.28,6203.1,-207.22,-449.44
2782,maize,-560.5557,-450.3807,,,3550.0,0.0,-79.22,6277.8,-560.56,-450.38
2783,maize,-494.6176,-451.862,,,3510.0,0.0,-69.9,6445.5,-494.62,-451.86
2784,maize,-353.9613,-450.8283,,,3060.0,0.0,-50.02,5928.2,-353.96,-450.83
2785,maize,-676.653,-454.8476,,,3320.0,0.0,-95.62,5261.4,-676.65,-454.85
2786,maize,-714.26,-453.3113,,,3460.0,0.0,-100.94,5447.0,-714.26,-453.31
2787,maize,-748.6274,-456.1894,,,3280.0,0.0,-105.8,4877.5,-748.63,-456.19
2788,maize,-327.4041,-453.6011,,,3130.0,0.0,-46.27,6202.4,-327.4,-453.6
2789,maize,-253.9632,-450.2241,,,3100.0,0.0,-35.89,6424.1,-253.96,-450.22
2790,maize,-645.8053,-452.025,,,3440.0,0.0,-91.26,5672.8,-645.81,-452.03
2791,maize,-786.323,-454.4968,,,3610.0,0.0,-111.12,5518.7,-786.32,-454.5
2792,maize,-615.6606,-455.8879,,,3390.0,0.0,-87.0,5673.4,-615.66,-455.89
2793,maize,-391.5527,-456.1417,,,3210.0,0.0,-55.33,6137.8,-391.55,-456.14
2794,maize,-413.3596,-455.6646,,,3090.0,0.0,-58.42,5762.6,-413.36,-455.66
2795,maize,-462.3019,-455.0901,,,3360.0,0.0,-65.33,6214.8,-462.3,-455.09
